Tiempo_Relativo_Epoca_Segundos
0.7216796875
0.9150390625
1.2734375
0.3017578125
0.7490234375
3.861328125
1.0078125
1.2568359375
1.001953125
0.9521484375
1.068359375
0.9853515625
1.009765625
1.8310546875
0.310546875
1.1923828125
1.2314453125
0.88671875
0.9677734375
0.865234375
0.888671875
1.474609375
1.09375
1.1162109375
1.1689453125
0.9794921875
1.0771484375
1.2578125
0.99609375
1.1201171875
1.0087890625
1.474609375
0.986328125
1.25
1.5185546875
2.03515625
1.083984375
1.0419921875
1.0595703125
1.28125
1.0126953125
1.0126953125
1.337890625
1.0771484375
1.1865234375
1.4072265625
1.8232421875
2.51171875
1.3193359375
1.3193359375
0.9462890625
1.2822265625
0.990234375
1.310546875
1.0673828125
1.15625
1.009765625
0.9599609375
1.2548828125
1.0361328125
0.998046875
1.00390625
0.970703125
0.9443359375
1.7822265625
0.986328125
1.1015625
1.2548828125
1.3486328125
1.037109375
1.2265625
1.3154296875
1.2158203125
1.029296875
1.02734375
1.5859375
1.3388671875
1.1201171875
1.0380859375
1.2373046875
1.2783203125
1.0166015625
1.056640625
1.1396484375
1.2197265625
1.2978515625
1.119140625
1.359375
1.044921875
1.04296875
1.2294921875
2.26171875
1.484375
1.1982421875
0.9111328125
1.21484375
1.21875
1.384765625
1.0205078125
1.2802734375
1.037109375
0.7255859375
0.724609375
1.0703125
1.1318359375
1.5947265625
0.935546875
1.2275390625
1.1181640625
1.3046875
1.18359375
0.892578125
1.119140625
1.080078125
1.0849609375
1.2197265625
0.9443359375
1.7041015625
0.20703125
1.1884765625
1.0234375
1.2763671875
1.017578125
0.9287109375
1.16796875
0.6328125
0.9833984375
2.05078125
1.21875
1.1396484375
1.390625
1.087890625
1.671875
1.1689453125
1.4853515625
0.8984375
1.03515625
0.908203125
0.9892578125
1.2236328125
1.111328125
1.2314453125
0.92578125
0.6630859375
0.9599609375
0.94921875
1.2587890625
1.0126953125
1.1083984375
1.1103515625
1.171875
1.0166015625
0.8876953125
0.970703125
0.84375
0.8193359375
1.271484375
1.1455078125
0.9990234375
1.13671875
1.4140625
0.6533203125
1.4091796875
1.0087890625
1.2958984375
0.7919921875
0.87109375
1.375
1.0234375
1.0380859375
1.1083984375
3.26953125
0.3427734375
0.826171875
1.1572265625
1.564453125
1.154296875
1.248046875
1.0087890625
1.10546875
1.1806640625
1.4111328125
1.1806640625
3.177734375
1.283203125
1.060546875
0.9775390625
1.4033203125
0.9140625
1.17578125
1.7099609375
1.0771484375
1.271484375
0.9248046875
0.9892578125
0.9736328125
1.220703125
1.3583984375
1.76171875
1.0751953125
1.0087890625
1.1015625
1.5078125
1.287109375
2.216796875
0.9462890625
1.11328125
1.2421875
1.623046875
1.0634765625
1.1279296875
1.0126953125
1.16796875
0.9169921875
1.212890625
1.099609375
0.919921875
0.9873046875
1.404296875
1.4423828125
1.08203125
1.107421875
1.0146484375
1.03125
1.001953125
1.2265625
1.6162109375
1.1572265625
1.875
0.9765625
1.1630859375
1.1572265625
1.1083984375
1.083984375
0.6845703125
1.1845703125
0.953125
1.271484375
1.220703125
1.16796875
1.2900390625
1.6337890625
1.0654296875
1.2490234375
1.0908203125
1.5224609375
1.171875
1.240234375
0.189453125
1.177734375
1.12109375
1.2001953125
1.244140625
1.345703125
1.1708984375
1.15625
1.0322265625
1.3134765625
1.701171875
0.755859375
1.2353515625
1.0634765625
1.0693359375
1.017578125
1.1171875
1.67578125
1.533203125
1.078125
1.1318359375
1.03125
1.7412109375
1.16796875
1.3251953125
2.4677734375
1.1123046875
1.6376953125
0.9853515625
1.5498046875
1.0517578125
2.4228515625
1.0732421875
1.29296875
2.4931640625
1.0986328125
1.078125
1.3388671875
1.3818359375
1.2314453125
1.208984375
1.158203125
2.3916015625
2.24609375
1.130859375
1.591796875
1.3388671875
0.9111328125
1.34765625
1.3623046875
1.0869140625
1.4853515625
1.5087890625
1.4658203125
1.0009765625
0.9814453125
1.2197265625
1.00390625
0.998046875
0.9716796875
1.6474609375
1.3466796875
1.0380859375
1.037109375
1.107421875
1.0673828125
1.013671875
1.107421875
1.3486328125
1.1748046875
0.939453125
1.0830078125
1.115234375
1.3544921875
1.1357421875
1.0400390625
1.2314453125
1.072265625
1.001953125
2.056640625
1.2353515625
1.232421875
1.13671875
2.060546875
0.8623046875
1.44921875
1.7236328125
1.130859375
1.013671875
1.4326171875
1.501953125
1.0244140625
1.5830078125
1.4072265625
1.0888671875
1.0146484375
1.2705078125
1.21484375
1.2509765625
1.0244140625
1.107421875
1.048828125
0.9248046875
1.0654296875
1.060546875
0.9423828125
1.1201171875
1.4912109375
1.1259765625
0.806640625
1.068359375
1.25390625
0.8994140625
0.890625
0.95703125
0.943359375
0.92578125
1.09765625
0.8984375
1.2294921875
0.9443359375
0.724609375
1.041015625
1.0205078125
1.49609375
1.076171875
1.263671875
0.759765625
0.8115234375
1.0908203125
1.109375
1.068359375
0.8349609375
0.962890625
0.900390625
0.8359375
1.466796875
0.9853515625
1.236328125
1.0810546875
0.9990234375
1.4111328125
1.1015625
1.0107421875
1.076171875
1.0439453125
1.0478515625
0.9140625
0.8740234375
1.138671875
0.8603515625
0.822265625
0.9990234375
0.912109375
0.9892578125
0.8056640625
0.884765625
1.1748046875
1.419921875
0.8994140625
0.876953125
1.1328125
0.84765625
1.443359375
1.138671875
0.84375
0.8671875
0.890625
1.017578125
1.0400390625
1.0380859375
0.919921875
