Type,Latency
S 11,206
S 31,793
S  1,3808
S 11,4507
S 31,5238
S  1,8108
S 11,8808
S 31,9640
S  1,12410
S 11,13109
S 31,13673
S  1,16710
S 11,17410
S 31,18037
S  1,21011
S 11,21711
S 31,22473
S  1,25312
S 11,26012
S 31,26672
S  1,29613
S 11,30313
S 31,31485
S  1,33914
S 11,34614
S 31,35270
S  1,38215
S 11,38915
S 31,39663
S  1,42516
S 11,43216
S 31,43961
S  1,46834
S 11,47517
S 31,48145
S  1,51118
S 11,51818
S 31,52288
S  1,55419
S 11,56119
S 31,56908
S  1,59720
S 11,60420
S 31,61121
S  1,64021
S 11,64721
S 31,65572
S  1,68322
S 11,69022
S 31,69655
S  1,72623
S 11,73323
S 31,74111
S  1,76923
S 11,77624
S 31,78422
S  1,81225
S 11,81925
S 31,82526
S  1,85526
S 11,86226
S 31,86948
S  1,89828
S 11,90527
S 31,91315
S  1,94145
S 11,94828
S 31,95525
S  1,98429
S 11,99129
S 31,99750
S  1,102730
S 11,103430
S 31,104142
S  1,107032
S 43,107388
S 11,107731
S 31,108262
S  1,111333
S 11,112032
S 31,112803
S  1,115633
S 31,116156
S 11,116333
S  1,119934
S 11,120634
S 31,121125
S  1,124235
S 11,124935
S 31,125593
S  1,128536
S 11,129236
S 31,129933
S  1,132837
S 11,133537
S 31,134196
S  1,137155
S 11,137838
S 31,138726
S  1,141440
S 11,142139
S 31,142591
S  1,145741
S 11,146440
S 31,146854
S  1,150041
S 11,150741
S 31,151392
S  1,154342
S 11,155042
S 31,156024
S  1,158642
S 11,159343
S 31,160070
S  1,162944
S 11,163644
S 31,164294
S  1,167262
S 11,167945
S 31,168824
S  1,171545
S 11,172246
S 31,172859
S  1,175847
S 11,176547
S 31,177161
S  1,180148
S 11,180848
S 31,181808
S  1,184449
S 11,185149
S 31,185986
S  1,188750
S 11,189450
S 31,190174
S  1,193051
S 11,193751
S 31,194556
S  1,197352
S 11,198052
S 31,198992
S  1,201653
S 43,201751
S 11,202353
S 31,203267
S  1,205954
S 11,206654
S 31,207619
S  1,210273
S 11,210955
S 31,211508
S  1,214556
S 11,215256
S 31,216027
S  1,218874
S 11,219557
S 31,220507
S  1,223157
S 11,223858
S 31,224800
S  1,227459
S 11,228159
S 31,228828
S  1,231760
S 11,232460
S 31,233149
S  1,236062
S 11,236761
S 31,237825
S  1,240362
S 11,241062
S 31,241941
S  1,244663
S 11,245363
S 31,247026
S  1,248964
S 11,249664
S 31,250293
S  1,253266
S 11,253965
S 31,254435
S  1,257566
S 11,258266
S 31,259017
S  1,261885
S 11,262567
S 31,263139
S  1,266168
S 11,266868
S 31,267713
S  1,270486
S 11,271169
S 31,272073
S  1,274770
S 11,275470
S 31,276342
S  1,279087
S 11,279771
S 31,280609
S  1,283372
S 11,284072
S 31,284944
S  1,287673
S 11,288373
S 31,289224
S  1,291974
S 11,292674
S 31,293433
S  1,296292
S 11,296975
S 31,297679
S  1,300576
S 11,301276
S 31,301973
S  1,304877
S 11,305577
S 31,306573
S  1,309178
S 11,309878
S 31,310542
S  1,313480
S 11,314179
S 31,315252
S  1,317780
S 11,318480
S 31,319378
S  1,322099
S 11,322781
S 31,323617
S  1,326383
S 11,327082
S 31,327803
S  1,330684
S 11,331383
S 31,332201
S  1,334985
S 11,335684
S 31,336504
S  1,339285
S 11,339985
S 31,340800
S  1,343586
S 11,344286
S 31,345032
S  1,347887
S 11,348587
S 31,349560
S  1,352205
S 11,352888
S 31,353685
S  1,356489
S 11,357189
S 31,357969
S  1,360790
S 11,361490
S 31,362197
S  1,365092
S 11,365791
S 31,366441
S  1,369391
S 11,370092
S 31,370692
S  1,373693
S 11,374393
S 31,374884
S  1,377994
S 11,378694
S 31,379389
S  1,382312
S 11,382995
S 31,384042
S  1,386597
S 11,387296
S 31,387856
S  1,390898
S 11,391597
S 31,392385
S  1,395198
S 11,395898
S 31,396798
S  1,399499
S 11,400199
S 31,401223
S  1,403801
S 11,404500
S 31,405207
S  1,408102
S 11,408801
S 31,409738
S  1,412402
S 11,413102
S 31,414223
S  1,416703
