Type,Latency
S 11,206
S 31,838
S 11,4507
S 31,5199
S 11,8808
S 31,9403
S 11,13109
S 31,13611
S 11,17410
S 31,18067
S 11,21711
S 31,22379
S 11,26012
S 31,26606
S 11,30313
S 31,30883
S 11,34614
S 31,35191
S 11,38915
S 31,39518
S 11,43216
S 31,43825
S 11,47517
S 31,48323
S 11,51818
S 31,52483
S 11,56119
S 31,56758
S 11,60420
S 31,60989
S 11,64721
S 31,65321
S 11,69022
S 31,69577
S 11,73323
S 31,73855
S 11,77624
S 31,78337
S 11,81925
S 31,82727
S 11,86226
S 31,86739
S 11,90527
S 31,91290
S 11,94828
S 31,95423
S 11,99129
S 31,99800
S 11,103430
S 31,103931
S 11,107731
S 31,108559
S 11,112032
S 31,112614
S 11,116333
S 31,116988
S 11,120634
S 31,121195
S 11,124935
S 31,125615
S 11,129236
S 31,129862
S 11,133537
S 31,134124
S 11,137838
S 31,138506
S 11,142139
S 11,146440
S 31,146929
S 11,150741
S 31,151407
S 11,155042
S 31,155687
S 11,159343
S 31,160009
S 11,163644
S 31,164284
S 11,167945
S 31,168468
S 11,172246
S 31,172784
S 11,176547
S 31,177141
S 11,180848
S 31,181548
S 11,185149
S 31,185731
S 11,189450
S 31,190041
S 11,193751
S 31,194289
S 11,198052
S 31,198580
S 11,202353
S 31,202942
S 11,206654
S 31,207991
S 11,210955
S 31,211524
S 11,215256
S 31,215824
S 11,219557
S 31,219820
S 11,223858
S 31,224411
S 11,228159
S 31,228794
S 11,232460
S 31,233052
S 11,236761
S 31,237520
S 11,241062
S 31,241669
S 11,245363
S 31,245940
S 11,249664
S 31,250259
S 11,253965
S 31,255321
S 11,258266
S 31,258926
S 11,262567
S 31,263215
S 11,266868
S 31,267624
S 11,271169
S 31,271932
S 11,275470
S 31,276073
S 11,279771
S 31,280514
S 11,284072
S 31,284695
