Type,Latency
S 41,140
S 21,206
S 21,4507
S 41,5679
S 21,8808
S 41,10014
S 21,13109
S 41,14133
S 21,17410
S 41,18261
S 21,21711
S 41,22515
S 21,26012
S 41,27052
S 21,30313
S 41,31238
S 21,34614
S 41,36601
S 21,38915
S 41,40579
S 21,43216
S 41,43411
S 21,47517
S 41,47574
S 21,51818
S 41,52682
S 21,56119
S 41,57471
S 21,60420
S 41,61148
S 21,64721
S 41,65455
S 21,69022
S 41,69690
S 21,73323
S 41,74123
S 41,77137
S 21,77624
S 41,79736
S 21,81925
S 41,83021
S 21,86226
S 41,86924
S 21,90527
S 41,91535
S 21,94828
S 41,95696
S 21,99129
S 41,100047
S 21,103430
S 41,104428
S 21,107731
S 41,108816
S 21,112032
S 41,112931
S 21,116333
S 41,117542
S 21,120634
S 21,124935
S 41,125841
S 21,129236
S 41,130162
S 21,133537
S 41,134998
S 21,137838
S 41,138816
S 21,142139
S 41,143751
S 21,146440
S 41,147843
S 21,150741
S 41,152231
S 21,155042
S 41,156213
S 21,159343
S 41,160686
S 21,163644
S 41,164991
S 21,167945
S 41,168922
S 21,172246
S 41,173233
S 21,176547
S 41,177531
S 21,180848
S 41,181805
S 42,184784
S 21,185149
S 41,186070
S 21,189450
S 41,190208
S 21,193751
S 41,194513
S 21,198052
S 41,199074
S 21,202353
S 41,203148
S 21,206654
S 21,210955
S 41,211873
S 21,215256
S 21,219557
S 41,220589
S 21,223858
S 41,225063
S 21,228159
S 41,229134
S 21,232460
S 41,233674
S 21,236761
S 41,237904
S 21,241062
S 41,242093
S 21,245363
S 41,246447
S 21,249664
S 41,250920
S 21,253965
S 41,254936
S 21,258266
S 41,259325
S 21,262567
S 41,263428
S 21,266868
S 41,267867
S 21,271169
S 41,271985
S 21,275470
S 41,276671
S 21,279771
S 41,280137
S 21,284072
S 41,285383
S 21,288373
S 41,289305
S 21,292674
S 41,294077
S 21,296975
S 41,297857
S 21,301276
S 41,302200
S 21,305577
S 41,306615
S 21,309878
S 41,310852
S 21,314179
S 41,315262
S 21,318480
S 41,319784
S 21,322781
S 41,323763
S 21,327082
S 41,328550
S 21,331383
S 41,332357
S 21,335684
S 41,336800
S 21,339985
S 41,340773
S 21,344286
S 41,345280
S 21,348587
S 41,350038
S 21,352888
S 41,354164
S 21,357189
S 41,358376
S 21,361490
S 41,362452
S 21,365791
S 41,366839
S 21,370092
S 41,371125
S 21,374393
S 41,376136
S 21,378694
S 41,380064
S 21,382995
S 41,384166
S 21,387296
S 41,388325
S 21,391597
S 41,392719
S 21,395898
S 41,396889
S 21,400199
S 41,401162
S 21,404500
S 41,405432
