Type,Latency
S 22,206
S 42,1332
S 22,4507
S 42,5605
S 22,8808
S 42,9719
S 22,13109
S 42,13846
S 22,17410
S 42,18184
S 22,21711
S 42,22286
S 22,26012
S 42,26603
S 22,30313
S 42,30768
S 22,34614
S 42,35555
S 22,38915
S 42,39333
S 22,43216
S 42,44085
S 22,47517
S 42,48255
S 22,51818
S 42,52200
S 22,56119
S 42,56906
S 22,60420
S 42,61113
S 22,64721
S 42,65394
S 22,69022
S 42,69941
S 22,73323
S 42,74183
S 22,77624
S 42,78445
S 22,81925
S 22,86226
S 42,86650
S 22,90527
S 42,91262
S 22,94828
S 42,95357
S 22,99129
S 42,99792
S 22,103430
S 42,105577
S 22,107731
S 22,112032
S 42,112416
S 22,116333
S 42,116808
S 22,120634
S 42,121358
S 22,124935
S 42,125717
S 22,129236
S 42,130234
S 22,133537
S 42,134268
S 22,137838
S 42,138640
S 22,142139
S 42,143162
S 22,146440
S 42,147069
S 22,150741
S 42,151706
S 22,155042
S 42,155599
S 22,159343
S 42,159998
S 22,163644
S 42,164140
S 22,167945
S 42,169063
S 22,172246
S 42,173317
S 22,176547
S 42,177340
S 22,180848
S 42,181612
S 22,185149
S 42,185971
S 22,189450
S 42,190084
S 22,193751
S 42,194496
S 22,198052
S 42,198907
S 22,202353
S 42,203551
S 22,206654
S 42,207577
S 22,210955
S 42,212129
S 22,215256
S 42,216142
S 22,219557
S 42,220770
S 22,223858
S 42,224987
S 22,228159
S 42,228749
S 22,232460
S 42,233407
S 22,236761
S 42,237583
S 22,241062
S 42,241897
S 22,245363
S 42,246622
S 22,249664
S 42,250248
S 22,253965
S 42,254668
