Type,Latency
S 11,206
S 31,988
S 11,4507
S 31,5316
S 11,8808
S 31,9675
S 11,13109
S 31,13805
S 11,17410
S 31,18077
S 11,21711
S 31,22518
S 11,26012
S 31,26859
S 11,30313
S 31,30972
S 11,34614
S 31,35511
S 11,38915
S 31,40004
S 11,43216
S 31,43928
S 11,47517
S 31,48257
S 11,51818
S 31,52480
S 11,56119
S 31,56983
S 11,60420
S 31,61254
S 11,64721
S 31,65650
S 11,69022
S 31,69764
S 11,73323
S 31,74116
S 11,77624
S 31,78572
S 11,81925
S 31,82788
S 11,86226
S 31,86909
S 11,90527
S 31,91291
S 11,94828
S 31,95663
S 11,99129
S 11,103430
S 31,104444
S 11,107731
S 31,108452
S 11,112032
S 31,112883
S 11,116333
S 31,117221
S 11,120634
S 31,121493
S 11,124935
S 31,126025
S 11,129236
S 31,130072
S 41,133280
S 11,133537
S 11,137838
S 31,138764
S 11,142139
S 31,142950
S 11,146440
S 11,150741
S 31,151525
S 11,155042
S 31,155900
S 11,159343
S 31,160413
S 11,163644
S 31,164452
S 11,167945
S 31,168989
S 11,172246
S 31,172612
S 11,176547
S 31,177323
S 11,180848
S 31,181798
S 11,185149
S 31,185809
S 11,189450
S 31,190239
S 11,193751
S 31,194517
S 11,198052
S 31,198727
S 11,202353
S 31,203159
S 11,206654
S 31,207417
S 11,210955
S 31,211623
S 11,215256
S 31,215933
S 11,219557
S 31,220273
S 11,223858
S 31,224577
S 11,228159
S 31,229016
S 11,232460
S 31,233305
S 11,236761
S 31,237202
S 11,241062
S 31,241630
S 11,245363
S 31,246247
S 11,249664
S 31,250522
S 11,253965
S 31,254411
S 11,258266
S 31,258981
S 42,262028
S 11,262567
S 31,263084
S 11,266868
S 31,267687
S 11,271169
S 31,271955
S 11,275470
S 31,276213
S 11,279771
S 31,280854
S 11,284072
S 31,285027
S 11,288373
S 31,289092
S 11,292674
S 31,293413
S 11,296975
S 31,297616
S 11,301276
S 31,302302
S 11,305577
S 31,306639
S 11,309878
S 31,311098
S 11,314179
S 11,318480
S 31,319467
S 11,322781
S 31,324472
S 11,327082
S 31,328337
S 11,331383
S 31,332203
S 11,335684
S 31,336490
S 11,339985
S 31,340674
S 11,344286
S 31,345198
S 11,348587
S 31,349490
S 11,352888
S 31,354008
S 11,357189
S 31,358074
S 11,361490
S 31,362227
S 11,365791
S 31,366240
S 11,370092
S 31,370904
S 11,374393
S 31,375068
S 11,378694
S 31,380936
S 41,382497
S 11,382995
S 31,383952
S 11,387296
S 31,388401
S 11,391597
S 31,392437
S 41,395607
S 11,395898
S 31,396888
