Type,Latency
S 21,206
S 41,1072
S 21,4507
S 41,5878
S 21,8808
S 41,9498
S 21,13109
S 41,14033
S 21,17410
S 41,19242
S 21,21711
S 41,22388
S 21,26012
S 41,26501
S 21,30313
S 41,31295
S 21,34614
S 41,35685
S 21,38915
S 41,39827
S 21,43216
S 41,43973
S 21,47517
S 41,48053
S 21,51818
S 41,52609
S 21,56119
S 41,56935
S 21,60420
S 41,61471
S 21,64721
S 41,65149
S 21,69022
S 41,70396
S 21,73323
S 41,73930
S 21,77624
S 41,78706
S 21,81925
S 41,82561
S 21,86226
S 41,86798
S 21,90527
S 21,94828
S 41,95620
S 21,99129
S 41,100050
S 21,103430
S 41,104246
S 21,107731
S 41,108305
S 21,112032
S 41,112863
S 21,116333
S 41,117038
S 21,120634
S 41,122368
S 21,124935
S 41,125958
S 21,129236
S 41,130102
S 21,133537
S 41,134169
S 21,137838
S 41,138634
S 21,142139
S 41,142464
S 21,146440
S 41,147271
S 21,150741
S 41,151562
S 21,155042
S 41,157032
S 21,159343
S 41,160320
S 21,163644
S 41,164769
S 21,167945
S 41,169057
S 21,172246
S 41,173187
S 21,176547
S 41,177410
S 21,180848
S 41,181792
S 21,185149
S 41,186804
S 21,189450
S 41,189944
S 21,193751
S 41,194646
S 21,198052
S 41,199535
S 21,202353
S 41,203268
S 21,206654
S 41,207531
S 21,210955
S 41,211915
S 21,215256
S 41,216116
S 21,219557
S 41,220791
S 21,223858
S 41,224572
S 21,228159
S 41,229012
S 21,232460
S 41,232975
S 21,236761
S 41,237847
S 21,241062
S 41,242593
S 21,245363
S 41,246271
S 21,249664
S 41,250509
S 21,253965
S 41,254409
S 21,258266
S 41,258955
S 21,262567
S 41,263406
