Type,Latency
S 22,206
S 42,1013
S 22,4507
S 42,5410
S 22,8808
S 42,9460
S 22,13109
S 42,13918
S 22,17410
S 42,18597
S 22,21711
S 42,22471
S 22,26012
S 42,26940
S 22,30313
S 42,31126
S 22,34614
S 42,35448
S 22,38915
S 42,40163
S 22,43216
S 42,44567
S 22,47517
S 42,49263
S 22,51818
S 42,53021
S 22,56119
S 42,57123
S 22,60420
S 42,61144
S 22,64721
S 42,65919
S 22,69022
S 42,69984
S 22,73323
S 22,77624
S 42,78363
S 42,81828
S 22,81925
S 31,85615
S 22,86226
S 42,86841
S 22,90527
S 22,94828
S 42,95706
S 22,99129
S 42,99967
S 22,103430
S 22,107731
S 22,112032
S 22,116333
S 42,117243
S 22,120634
S 42,121547
S 22,124935
S 22,129236
S 42,130044
S 22,133537
S 22,137838
S 42,138766
S 22,142139
S 42,142996
S 22,146440
S 42,147037
S 22,150741
S 42,152138
S 22,155042
S 42,156182
S 22,159343
S 42,160112
S 22,163644
S 42,164281
S 22,167945
S 42,168905
S 22,172246
S 42,173314
S 22,176547
S 42,177481
S 22,180848
S 42,181476
S 22,185149
S 42,186237
S 22,189450
S 42,190134
S 22,193751
S 42,195574
S 22,198052
S 42,199115
S 22,202353
S 42,203294
S 22,206654
S 42,207556
S 22,210955
S 42,211658
S 22,215256
S 42,216051
S 22,219557
S 42,220395
S 22,223858
S 42,224587
S 22,228159
S 42,228923
S 22,232460
S 42,233764
S 22,236761
S 42,237712
S 22,241062
S 42,241921
S 22,245363
S 42,246242
S 22,249664
S 42,250293
S 22,253965
S 42,254764
S 22,258266
S 42,259086
S 22,262567
S 42,263289
S 22,266868
S 42,267805
S 22,271169
S 42,271971
S 22,275470
S 42,276490
