Type,Latency
S 23,206
S 43,1197
S  1,3808
S 23,4507
S 43,5729
S  1,8108
S 23,8808
S 43,10217
S  1,12409
S 23,13109
S 43,13536
S  1,16711
S 23,17410
S 43,17787
S  1,21028
S 23,21711
S 43,22287
S  1,25312
S 23,26012
S 43,26899
S  1,29613
S 23,30313
S 43,31430
S  1,33914
S 23,34614
S 43,35401
S  1,38233
S 23,38915
S 43,40889
S  1,42517
S 23,43216
S 43,44262
S  1,46817
S 23,47517
S 43,48054
S  1,51118
S 23,51818
S 43,52549
S  1,55420
S 23,56119
S 43,56568
S  1,59719
S 23,60420
S 43,60964
S  1,64021
S 23,64721
S 43,65417
S  1,68323
S 23,69022
S 43,70023
S  1,72624
S 23,73323
S 43,74186
S  1,76942
S 23,77624
S 43,78446
S  1,81225
S 23,81925
S 43,82355
S  1,85526
S 23,86226
S  1,89827
S 23,90527
S  1,91562
S 23,94828
S 43,95830
S  1,98430
S 23,99129
S 43,100528
S  1,102729
S 23,103430
S 43,104258
S  1,107031
S 23,107731
S  1,108236
S 23,112032
S 43,113069
S  1,115633
S 23,116333
S 43,117336
S  1,119934
S 23,120634
S 43,121320
S  1,124252
S 23,124935
S 43,125403
S  1,128553
S 23,129236
S 43,130590
S  1,132836
S 23,133537
S  1,133951
S 23,137838
S 43,138404
S  1,141440
S 23,142139
S  1,142840
S 23,146440
S  1,146838
S 43,150660
S 23,150741
S  1,154341
S 23,155042
S 43,156023
S  1,158643
S 23,159343
S 43,159883
S  1,162943
S 23,163644
S 43,164479
S  1,167246
S 23,167945
S 43,168655
S  1,171546
S 23,172246
S 43,173109
S  1,175848
S 23,176547
S 43,176943
S  1,180148
S 23,180848
S 43,182271
S  1,184448
S 23,185149
S 43,185636
S  1,188751
S 23,189450
S 43,189894
S  1,193069
S 23,193751
S 43,195293
S  1,197352
S 23,198052
S 43,199292
S  1,201653
S 23,202353
S 43,202858
S  1,205954
S 23,206654
S 43,207784
S  1,210255
S 23,210955
S 43,211383
S  1,214556
S 23,215256
S 43,215770
S  1,218857
S 23,219557
S 43,220032
S  1,223157
S 23,223858
S 43,224376
S  1,227459
S 23,228159
S 43,229312
S  1,231760
S 23,232460
S 43,233234
S  1,236060
S 23,236761
S 43,237937
S  1,240362
S 23,241062
S 43,243024
S  1,244664
S 23,245363
S 43,245763
S  1,248981
S 23,249664
S 43,250855
S  1,253265
S 23,253965
S 43,254706
S  1,257566
S 23,258266
S 43,259090
S  1,261867
S 23,262567
S 43,263509
S  1,266168
S 23,266868
S 43,267341
S  1,270469
S 23,271169
S 43,272000
S  1,274787
S 23,275470
S 43,276521
S  1,279070
S 23,279771
S 43,280243
S  1,283372
S 23,284072
S 43,285019
S  1,287690
S 23,288373
S 43,289300
S  1,291974
S 23,292674
S 43,294868
S  1,296276
S 23,296975
S 43,298106
S  1,300576
S 23,301276
S 43,302049
S  1,304895
S 23,305577
S 43,306545
S  1,309178
S 23,309878
S 43,310850
S  1,313479
S 23,314179
S 43,316042
S  1,317780
S 23,318480
S 43,319432
S  1,322081
S 23,322781
S 43,323820
S  1,326382
S 23,327082
S 43,327555
S  1,330683
S 23,331383
S 43,332699
S  1,334985
S 23,335684
S 43,336381
S  1,339285
S 23,339985
S 43,340774
S  1,343585
S 23,344286
S 43,345192
S  1,347887
S 23,348587
S 43,349514
S  1,352204
S 23,352888
S 43,353677
S  1,356489
S 23,357189
S 43,358046
S  1,360790
S 23,361490
S 43,362331
S  1,365108
S 23,365791
S 43,367073
S  1,369392
S 23,370092
S 43,372127
S  1,373693
S 23,374393
S 43,375264
S  1,377995
