Type,Latency
S 11,206
S 31,1069
S  1,3807
S 11,4507
S 31,5072
S  1,8108
S 11,8808
S 31,9414
S  1,12409
S 11,13109
S 31,13718
S  1,16711
S 11,17410
S 31,17933
S  1,21011
S 11,21711
S 31,22495
S  1,25329
S 11,26012
S 31,26777
S  1,29614
S 11,30313
S 31,30721
S  1,33914
S 11,34614
S 31,35001
S  1,38215
S 11,38915
S 31,39581
S  1,42516
S 11,43216
S 31,44591
S  1,46818
S 11,47517
S 31,48407
S  1,51118
S 11,51818
S 31,53308
S  1,55419
S 11,56119
S 31,56812
S  1,59720
S 11,60420
S 31,61306
S  1,64022
S 11,64721
S 31,65714
S  1,68322
S 11,69022
S 31,69749
S  1,72623
S 11,73323
S 31,74220
S  1,76923
S 11,77624
S 31,78314
S  1,81225
S 11,81925
S 31,82508
S  1,85526
S 11,86226
S 31,87020
S  1,89826
S 11,90527
S 31,91333
S  1,94129
S 11,94828
S 31,95204
S  1,98446
S 11,99129
S 31,99944
S  1,102729
S 11,103430
S 31,104170
S  1,107031
S 11,107731
S 31,108199
S  1,111332
S 11,112032
S 31,112737
S  1,115633
S 11,116333
S 31,117021
S  1,119934
S 11,120634
S 31,121270
S  1,124252
S 11,124935
S 31,125422
S  1,128536
S 11,129236
S 31,130041
S  1,132837
S 11,133537
S 31,134241
S  1,137138
S 11,137838
S 31,138596
S  1,141438
S 11,142139
S 31,142594
S  1,145757
S 11,146440
S 31,147107
S  1,150041
S 11,150741
S 31,151240
S  1,154341
S 11,155042
S 31,155770
S  1,158644
S 11,159343
S 31,160175
S  1,162944
S 11,163644
S 31,164058
S  1,167262
S 11,167945
S 31,168396
S  1,171546
S 11,172246
S 31,172613
S  1,175865
S 11,176547
S 31,177023
S  1,180149
S 11,180848
S 31,181459
S  1,184449
S 11,185149
S 31,185843
S  1,188750
S 11,189450
S 31,190053
S  1,193050
S 11,193751
S 31,194574
S  1,197352
S 11,198052
S 31,198491
S  1,201654
S 11,202353
S 31,202770
S  1,205954
S 11,206654
S 31,207172
S  1,210255
S 11,210955
S 31,211662
S  1,214556
S 11,215256
S 31,216018
S  1,218858
S 11,219557
S 31,219982
S  1,223158
S 11,223858
S 31,224246
S  1,227459
S 11,228159
S 31,228746
S  1,231761
S 41,231906
S 11,232460
S 31,232812
S  1,236061
S 11,236761
S 31,237273
S  1,240361
S 11,241062
S 31,241489
S  1,244664
S 11,245363
S 31,246777
S  1,248964
S 11,249664
S 31,250384
S  1,253265
S 11,253965
S 31,254711
S  1,257566
S 11,258266
S 31,258992
S  1,261867
S 11,262567
S 31,263206
S  1,266168
S 11,266868
S 31,267572
S  1,270469
S 11,271169
S 31,271896
S  1,274769
S 11,275470
S 31,275901
S  1,279072
S 11,279771
S 31,281285
S  1,283372
S 11,284072
S 31,284794
S  1,287673
S 11,288373
S 31,288823
S  1,291974
S 11,292674
S 31,293336
S  1,296292
S 11,296975
S 31,297701
S  1,300576
S 11,301276
S 31,301983
S  1,304877
S 11,305577
S 31,306299
S  1,309178
S 11,309878
S 31,310332
S  1,313479
S 11,314179
S 31,314929
S  1,317780
S 11,318480
S 31,319351
S  1,322080
S 11,322781
S 31,323996
S  1,326381
S 11,327082
S 31,327825
S  1,330683
S 11,331383
S 31,332139
S  1,334984
S 11,335684
S 31,336561
S  1,339284
S 11,339985
S 31,340793
S  1,343586
S 11,344286
S 31,344811
S  1,347888
S 11,348587
S 31,349433
S  1,352206
S 11,352888
S 31,353682
S  1,356489
S 11,357189
S 31,357772
S  1,360790
S 11,361490
S 31,362280
S  1,365092
S 11,365791
S 31,366818
S  1,369392
S 11,370092
S 31,370791
S  1,373693
S 11,374393
S 31,374813
S  1,377994
S 11,378694
S 31,379423
S  1,382296
S 11,382995
S 31,383756
S  1,386595
S 11,387296
S 31,388115
S  1,390897
S 11,391597
S 31,392313
S  1,395198
S 11,395898
S 31,396366
S  1,399499
S 11,400199
S 31,401108
S  1,403800
S 11,404500
S 31,405164
S  1,408101
S 11,408801
S 31,409269
S  1,412402
S 11,413102
S 31,413915
S  1,416721
S 11,417403
S 31,418067
S  1,421003
