Type,Latency
S 21,206
S 41,1055
S 21,4507
S 41,5565
S 21,8808
S 41,9895
S 21,13109
S 41,14170
S 21,17410
S 41,18208
S 21,21711
S 41,22775
S 21,26012
S 41,27426
S 21,30313
S 41,31234
S 21,34614
S 41,35629
S 21,38915
S 41,39834
S 21,43216
S 41,44193
S 21,47517
S 41,48554
S 21,51818
S 41,52552
S 21,56119
S 41,56896
S 21,60420
S 41,61150
S 21,64721
S 41,65660
S 21,69022
S 41,69866
S 21,73323
S 41,74285
S 21,77624
S 41,78901
S 21,81925
S 41,83146
S 21,86226
S 41,86978
S 21,90527
S 41,91415
S 21,94828
S 41,95802
S 21,99129
S 41,100111
S 21,103430
S 41,104494
S 41,107236
S 21,107731
S 21,112032
S 41,113071
S 21,116333
S 41,117338
S 21,120634
S 41,121526
S 21,124935
S 41,125748
S 21,129236
S 41,130268
S 21,133537
S 41,134400
S 21,137838
S 41,138789
S 21,142139
S 41,143119
S 21,146440
S 41,147297
S 21,150741
S 41,151679
S 21,155042
S 41,155833
S 21,159343
S 41,160230
S 21,163644
S 41,164588
S 21,167945
S 41,168853
S 21,172246
S 41,173128
S 21,176547
S 41,177642
S 21,180848
S 41,181798
S 21,185149
S 41,185937
S 21,189450
S 41,190323
S 21,193751
S 41,194646
S 21,198052
S 41,199012
S 21,202353
S 41,203444
S 21,206654
S 41,207592
S 21,210955
S 41,211869
S 21,215256
S 41,216140
S 21,219557
S 41,220408
S 21,223858
S 41,224787
S 21,228159
S 41,229124
S 21,232460
S 41,233796
S 21,236761
S 41,237746
S 21,241062
S 41,241969
S 21,245363
S 41,246311
S 21,249664
S 41,250458
S 21,253965
S 41,254882
S 21,258266
S 41,259182
S 21,262567
S 41,263513
S 21,266868
S 41,267788
S 21,271169
S 41,272143
S 21,275470
S 41,276396
S 21,279771
S 21,284072
S 41,285080
S 21,288373
S 41,289173
S 21,292674
S 41,293578
S 21,296975
S 41,298552
S 21,301276
S 41,302059
S 21,305577
S 41,306510
S 21,309878
S 41,311361
S 21,314179
S 41,315793
S 21,318480
S 41,320279
S 21,322781
S 41,323793
S 21,327082
S 41,327974
S 21,331383
S 41,332406
S 21,335684
S 41,336603
S 21,339985
S 41,341018
S 21,344286
S 41,345450
