Type,Latency
S 21,206
S 41,1242
S  1,3808
S 21,4507
S 41,5811
S  1,8109
S 21,8808
S 41,10374
S  1,12409
S 21,13109
S 41,13977
S  1,16710
S 21,17410
S 41,18551
S  1,21012
S 21,21711
S 41,22827
S  1,25312
S 21,26012
S 41,27480
S  1,29614
S 21,30313
S 41,31979
S  1,33915
S 21,34614
S 41,35725
S  1,38215
S 21,38915
S 41,39754
S  1,42516
S 21,43216
S 41,44628
S  1,46818
S 21,47517
S 41,48757
S  1,51136
S 21,51818
S 41,52619
S  1,55419
S 21,56119
S 41,57474
S  1,59721
S 21,60420
S 41,61409
S  1,64021
S 21,64721
S 41,65638
S  1,68322
S 21,69022
S 41,69811
S  1,72623
S 21,73323
S 41,74305
S  1,76924
S 21,77624
S 41,78459
S  1,81225
S 21,81925
S 41,83584
S  1,85525
S 21,86226
S 41,87337
S  1,89827
S 21,90527
S 41,91753
S  1,94129
S 21,94828
S 41,95613
S  1,98446
S 21,99129
S 41,100389
S  1,102730
S 21,103430
S 41,104647
S  1,107031
S 21,107731
S 41,109927
S  1,111332
S 21,112032
S 41,112942
S  1,115633
S 21,116333
S 41,117675
S  1,119934
S 21,120634
S 41,122055
S  1,124235
S 21,124935
S  1,128536
S 21,129236
S 41,130317
S  1,132837
S 21,133537
S 41,134964
S  1,137138
S 21,137838
S 41,139479
S  1,141456
S 21,142139
S 41,142867
S  1,145740
S 31,146181
S 21,146440
S 41,147350
S  1,150041
S 21,150741
S 41,152642
S  1,154360
S 21,155042
S 41,156446
S  1,158643
S 21,159343
S 41,161115
S  1,162944
S 21,163644
S 41,164844
S  1,167246
S 21,167945
S 41,168708
S  1,171546
S 21,172246
S 41,173102
S  1,175847
S 21,176547
S 41,177997
S  1,180148
S 21,180848
S 41,182045
S  1,184449
S 21,185149
S 41,186370
S  1,188750
S 21,189450
S 41,190980
S  1,193051
S 21,193751
S 41,194210
S  1,197352
S 21,198052
S 41,198760
S  1,201654
S 21,202353
S 41,203212
S  1,205971
S 21,206654
S 41,207579
S  1,210256
S 21,210955
S 41,212850
S  1,214573
S 21,215256
S 41,215709
S  1,218857
S 21,219557
S 41,220218
S  1,223158
S 21,223858
S 41,224865
S  1,227460
S 21,228159
S 41,228772
S  1,231760
S 21,232460
S 41,233217
S  1,236062
S 21,236761
S 41,237506
S  1,240379
S 21,241062
S 41,241871
S  1,244663
S 21,245363
S 41,246165
S  1,248964
S 21,249664
S 41,250434
S  1,253265
S 21,253965
S 41,254756
S  1,257566
S 21,258266
S 41,259381
S  1,261867
S 21,262567
S 41,263702
S  1,266169
S 21,266868
S 41,267729
S  1,270469
S 21,271169
S 41,271985
S  1,274770
S 21,275470
S 41,276717
S  1,279071
S 21,279771
S 41,280732
S  1,283372
S 21,284072
S 41,285137
S  1,287673
S 21,288373
S 41,289219
S  1,291974
S 21,292674
S 41,293414
S  1,296292
S 21,296975
S 41,298468
S  1,300576
S 21,301276
S 41,302290
S  1,304877
S 21,305577
S 41,306338
S  1,309195
S 21,309878
S 41,310740
S  1,313479
S 21,314179
S 41,315512
S  1,317780
S 21,318480
S 41,319295
S  1,322081
S 21,322781
S 41,323814
S  1,326382
S 21,327082
S 41,327810
S  1,330683
S 21,331383
S 41,332660
S  1,335002
S 21,335684
S 41,336815
S  1,339302
S 21,339985
S 41,340928
S  1,343586
S 21,344286
S 41,345330
S  1,347887
S 21,348587
S 41,349917
S  1,352188
S 21,352888
S 41,353361
S  1,356489
S 21,357189
S 41,358806
S  1,360790
S 21,361490
S 41,362591
S  1,365091
S 21,365791
S 41,367144
S  1,369410
S 21,370092
S 41,371037
S  1,373694
S 21,374393
S 41,375389
S  1,378011
S 21,378694
S 41,380001
S  1,382295
S 21,382995
S 41,383901
S  1,386595
S 21,387296
S 41,388102
S  1,390914
S 21,391597
S 41,392424
S  1,395198
S 21,395898
S 41,396576
S  1,399499
S 21,400199
S 41,401687
S  1,403800
S 21,404500
S 41,405485
S  1,408101
S 21,408801
S 41,409874
S  1,412403
S 21,413102
S 41,415089
S  1,416703
