Type,Latency
S 22,206
S 42,975
S 22,4507
S 42,5410
S 22,8808
S 22,13109
S 42,13856
S 22,17410
S 42,18349
S 22,21711
S 42,22844
S 22,26012
S 42,26932
S 22,30313
S 42,31133
S 22,34614
S 42,35131
S 22,38915
S 42,39883
S 22,43216
S 42,44124
S 22,47517
S 42,48230
S 22,51818
S 42,52737
S 22,56119
S 42,56770
S 22,60420
S 22,64721
S 42,65579
S 22,69022
S 42,69769
S 22,73323
S 42,74335
S 22,77624
S 42,78477
S 22,81925
S 42,83501
S 22,86226
S 42,87021
S 22,90527
S 42,91400
S 22,94828
S 42,95524
S 22,99129
S 22,103430
S 42,104326
S 22,107731
S 42,108458
S 22,112032
S 42,112866
S 22,116333
S 42,117244
S 22,120634
S 22,124935
S 42,125605
S 22,129236
S 42,129908
S 22,133537
S 22,137838
S 42,138614
S 22,142139
S 42,142881
S 22,146440
S 22,150741
S 42,151505
S 22,155042
S 42,155865
S 22,159343
S 42,160051
S 22,163644
S 42,164582
S 22,167945
S 42,168678
S 22,172246
S 42,173324
S 22,176547
S 42,177919
S 22,180848
S 42,181473
S 22,185149
S 42,186356
S 22,189450
S 42,190197
S 22,193751
S 42,194679
S 22,198052
S 42,198794
S 22,202353
S 42,203088
S 22,206654
S 42,207518
S 22,210955
S 42,211703
S 22,215256
S 42,216019
S 22,219557
S 42,220233
S 22,223858
S 22,228159
S 42,229331
S 22,232460
S 42,233425
S 22,236761
S 42,237403
S 22,241062
S 42,241692
S 22,245363
S 42,245928
S 22,249664
S 42,250458
S 22,253965
S 42,254858
S 22,258266
S 42,259054
S 22,262567
S 42,263329
S 22,266868
S 42,267950
S 22,271169
S 42,271861
S 22,275470
S 42,276540
S 22,279771
S 42,280830
S 22,284072
S 22,288373
S 42,289211
S 22,292674
S 42,293595
S 22,296975
S 42,297866
S 22,301276
S 42,302394
S 22,305577
S 22,309878
S 42,310674
S 22,314179
S 42,315566
S 22,318480
S 42,319628
S 22,322781
S 42,323639
S 22,327082
S 22,331383
S 22,335684
S 42,336860
S 22,339985
S 42,340677
S 22,344286
S 42,345190
S 22,348587
S 42,349518
