Type,Latency
S 11,206
S 31,784
S 11,4507
S 31,5194
S 11,8808
S 31,9426
S 11,13109
S 31,13698
S 11,17410
S 31,18442
S 11,21711
S 31,22362
S 11,26012
S 31,26792
S 11,30313
S 31,31070
S 11,34614
S 31,35089
S 11,38915
S 31,39656
S 11,43216
S 31,43837
S 11,47517
S 31,48519
S 11,51818
S 31,52889
S 11,56119
S 31,56800
S 11,60420
S 31,61084
S 31,64560
S 11,64721
S 11,69022
S 31,69743
S 11,73323
S 31,74022
S 11,77624
S 31,78960
S 31,81613
S 31,81780
S 11,81925
S 11,86226
S 31,87433
S 11,90527
S 31,91369
S 11,94828
S 31,95577
S 11,99129
S 31,99847
S 11,103430
S 31,104108
S 11,107731
S 31,108434
S 11,112032
S 31,112586
S 31,115882
S 11,116333
S 11,120634
S 31,121423
S 11,124935
S 31,125591
S 11,129236
S 31,129973
S 11,133537
S 11,137838
S 31,138442
S 41,141625
S 31,142049
S 11,142139
S 11,146440
S 31,147124
S 11,150741
S 31,151322
S 11,155042
S 31,155816
S 11,159343
S 31,159867
S 11,163644
S 31,164316
S 11,167945
S 31,168937
S 11,172246
S 31,172978
S 11,176547
S 31,177380
S 11,180848
S 31,181344
S 11,185149
S 31,185967
S 11,189450
S 31,190133
S 11,193751
S 31,194725
S 11,198052
S 31,198917
S 11,202353
S 31,203693
S 11,206654
S 31,207177
S 11,210955
S 31,212051
S 11,215256
S 31,215894
S 11,219557
S 31,220213
S 11,223858
S 31,224508
S 11,228159
S 31,228976
S 11,232460
S 31,232897
S 11,236761
S 31,237285
S 41,240658
S 11,241062
S 31,241656
S 11,245363
S 31,246233
S 11,249664
S 31,250337
S 11,253965
S 31,254526
S 11,258266
S 31,259042
S 11,262567
S 11,266868
S 31,267500
S 11,271169
S 31,272023
S 11,275470
S 31,276752
S 11,279771
S 31,280726
S 11,284072
S 31,284793
S 11,288373
S 31,289137
S 11,292674
S 31,293622
S 11,296975
S 31,297726
S 11,301276
S 31,302392
S 11,305577
S 31,306042
S 11,309878
S 31,310650
S 11,314179
S 31,315170
S 11,318480
S 31,319023
S 11,322781
S 31,323445
