Type,Latency
S 23,206
S 43,1244
S  1,3807
S 23,4507
S 43,5716
S  1,8108
S 23,8808
S 43,10955
S  1,12409
S 23,13109
S 43,14492
S  1,16711
S 23,17410
S 43,18678
S  1,21010
S 23,21711
S 43,22609
S  1,25329
S 23,26012
S 43,27136
S  1,29614
S 23,30313
S 43,31394
S  1,33914
S 23,34614
S 43,35772
S  1,38215
S 23,38915
S 43,39842
S  1,42516
S 23,43216
S 43,44273
S  1,46817
S 23,47517
S 43,48995
S  1,51135
S 23,51818
S 43,52746
S  1,55419
S 23,56119
S 43,56770
S  1,59721
S 23,60420
S 43,60921
S  1,64038
S 23,64721
S 43,65655
S  1,68322
S 23,69022
S 43,69834
S  1,72640
S 23,73323
S 43,74561
S  1,76924
S 23,77624
S 43,78633
S  1,81225
S 23,81925
S 43,83219
S  1,85526
S 23,86226
S 43,87238
S  1,89827
S 23,90527
S  1,92093
S 23,94828
S  1,96073
S 23,99129
S  1,100119
S 23,103430
S 43,105387
S  1,107032
S 23,107731
S 43,109003
S  1,111331
S 23,112032
S 43,112788
S  1,115632
S 23,116333
S 43,117505
S  1,119934
S 23,120634
S 43,121673
S  1,124236
S 23,124935
S 43,126051
S  1,128536
S 23,129236
S 43,130223
S  1,132838
S 23,133537
S 43,134429
S  1,137138
S 23,137838
S 43,138841
S  1,141439
S 23,142139
S 43,143009
S  1,145740
S 23,146440
S  1,147277
S 23,150741
S 43,151575
S  1,154342
S 23,155042
S 43,155688
S  1,158643
S 23,159343
S 43,160161
S  1,162961
S 23,163644
S 43,164707
S  1,167263
S 23,167945
S 43,169292
S  1,171545
S 43,172073
S 23,172246
S  1,175846
S 23,176547
S 43,177407
S  1,180148
S 23,180848
S 43,182729
S  1,184450
S 23,185149
S 43,186082
S  1,188767
S 23,189450
S 43,190470
S  1,193052
S 23,193751
S 43,194323
S  1,197352
S 23,198052
S 43,199022
S  1,201653
S 23,202353
S 43,203304
S  1,205954
S 23,206654
S 43,207505
S  1,210256
S 23,210955
S 43,211836
S  1,214556
S 23,215256
S 43,216103
S  1,218858
S 23,219557
S 43,220095
S  1,223175
S 23,223858
S 43,224673
S  1,227459
S 23,228159
S 43,229173
S  1,231761
S 23,232460
S 43,233367
S  1,236060
S 23,236761
S 43,238250
S  1,240362
S 23,241062
S 43,242643
S  1,244664
S 23,245363
S 43,245988
S  1,248980
S 23,249664
S 43,250523
S  1,253265
S 23,253965
S 43,255438
S  1,257567
S 23,258266
S 43,259168
S  1,261867
S 23,262567
S 43,263335
S  1,266169
S 23,266868
S 43,267784
S  1,270469
S 23,271169
S 43,273253
S  1,274787
S 23,275470
S 43,277160
S  1,279071
S 23,279771
S 43,280925
S  1,283371
S 23,284072
S 43,284822
S  1,287690
S 23,288373
S 43,289886
S  1,291974
S 23,292674
S 43,294089
S  1,296274
S 23,296975
S 43,298079
S  1,300576
S 23,301276
S 43,302264
S  1,304893
S 23,305577
S 43,307004
S  1,309177
S 23,309878
S 43,310819
S  1,313479
S 23,314179
S 43,315259
S  1,317780
S 23,318480
S 43,319584
S  1,322082
S 23,322781
S 43,324020
S  1,326382
S 23,327082
S 43,328219
S  1,330683
S 23,331383
S 43,332648
S  1,334984
S 43,335183
S 23,335684
S  1,339285
S 23,339985
S 43,340809
S  1,343603
S 23,344286
S 43,345678
S  1,347887
S 23,348587
S 43,350265
S  1,352188
S 23,352888
S 43,354580
S  1,356490
S 23,357189
S 43,358156
S  1,360789
S 23,361490
S 43,362210
S  1,365091
S 23,365791
S 43,367119
S  1,369391
