Type,Latency
S 22,206
S 42,1193
S 22,4507
S 42,5286
S 22,8808
S 42,9550
S 22,13109
S 42,13835
S 22,17410
S 42,18122
S 22,21711
S 42,22517
S 22,26012
S 42,26636
S 22,30313
S 42,31029
S 22,34614
S 42,35427
S 22,38915
S 42,39665
S 22,43216
S 42,44026
S 22,47517
S 42,48291
S 22,51818
S 42,52357
S 22,56119
S 42,56828
S 22,60420
S 42,61241
S 22,64721
S 42,65510
S 22,69022
S 42,69822
S 22,73323
S 22,77624
S 22,81925
S 42,82723
S 22,86226
S 42,86881
S 22,90527
S 42,91432
S 22,94828
S 42,95535
S 22,99129
S 42,99751
S 22,103430
S 22,107731
S 42,108257
S 22,112032
S 42,112705
S 22,116333
S 42,117032
S 22,120634
S 42,121466
S 22,124935
S 42,125752
S 22,129236
S 42,129857
S 22,133537
S 31,137244
S 22,137838
S 42,138613
S 22,142139
S 42,143017
S 22,146440
S 42,147377
S 22,150741
S 42,151456
S 22,155042
S 42,155725
S 22,159343
S 42,159977
S 22,163644
S 42,164274
S 22,167945
S 42,168707
S 22,172246
S 42,172741
S 22,176547
S 42,177026
S 22,180848
S 22,185149
S 42,185702
S 22,189450
S 42,190218
S 22,193751
S 42,194555
S 22,198052
S 42,198767
S 22,202353
S 42,203163
S 22,206654
S 42,207641
S 22,210955
S 42,211519
S 22,215256
S 42,216388
S 22,219557
S 22,223858
S 42,224454
S 22,228159
S 42,229052
S 22,232460
S 42,233499
S 22,236761
S 42,237494
S 22,241062
S 42,242260
S 22,245363
S 42,246127
S 22,249664
S 42,250496
S 22,253965
S 42,254330
S 22,258266
S 42,259022
S 22,262567
S 42,263376
S 22,266868
S 42,267631
S 22,271169
S 42,271838
S 22,275470
S 42,276402
S 22,279771
S 42,280417
S 22,284072
S 42,285019
S 22,288373
S 42,289133
S 22,292674
S 42,293478
