Type,Latency
S 21,206
S 41,1015
S 21,4507
S 41,5755
S 21,8808
S 41,9743
S 21,13109
S 21,17410
S 41,18470
S 21,21711
S 41,22796
S 21,26012
S 41,27435
S 21,30313
S 41,31985
S 21,34614
S 41,35719
S 21,38915
S 41,40197
S 21,43216
S 41,44140
S 21,47517
S 41,49198
S 21,51818
S 41,52859
S 21,56119
S 41,57328
S 21,60420
S 41,61785
S 21,64721
S 41,65771
S 21,69022
S 41,70527
S 21,73323
S 41,74413
S 21,77624
S 41,79174
S 21,81925
S 41,83533
S 21,86226
S 41,87138
S 21,90527
S 41,91364
S 21,94828
S 41,95708
S 21,99129
S 41,100028
S 21,103430
S 41,104270
S 21,107731
S 41,108826
S 21,112032
S 41,112951
S 21,116333
S 41,117327
S 21,120634
S 41,121633
S 21,124935
S 41,125856
S 21,129236
S 41,130081
S 21,133537
S 41,134417
S 21,137838
S 41,138683
S 21,142139
S 41,143466
S 21,146440
S 41,147262
S 21,150741
S 41,151892
S 21,155042
S 41,157551
S 21,159343
S 41,161746
S 21,163644
S 41,164603
S 21,167945
S 41,169036
S 21,172246
S 41,173666
S 21,176547
S 41,177522
S 21,180848
S 41,181704
S 21,185149
S 41,186109
S 21,189450
S 41,190620
S 21,193751
S 41,195038
S 21,198052
S 41,199047
S 21,202353
S 41,204334
S 21,206654
S 41,207450
S 21,210955
S 41,212754
S 21,215256
S 41,216312
S 21,219557
S 41,220608
S 21,223858
S 41,225643
S 21,228159
S 41,229617
S 21,232460
S 41,233555
S 21,236761
S 41,237985
S 21,241062
S 41,241946
S 21,245363
S 41,246268
S 21,249664
S 41,250527
S 21,253965
S 41,255402
S 21,258266
S 41,259127
S 21,262567
S 41,263548
S 21,266868
S 41,268783
S 21,271169
S 41,272051
S 21,275470
S 41,276666
S 21,279771
S 41,280565
S 21,284072
S 41,285888
S 21,288373
S 41,289332
S 21,292674
S 41,293526
S 21,296975
S 41,298389
S 21,301276
S 41,302256
S 21,305577
S 41,306430
S 21,309878
S 41,310936
S 21,314179
S 41,315158
S 21,318480
S 41,319323
S 21,322781
S 41,323773
S 21,327082
S 41,327920
S 21,331383
S 41,332224
S 21,335684
S 41,336509
S 21,339985
S 41,340934
S 21,344286
S 41,346789
S 21,348587
S 41,349663
S 21,352888
S 41,353715
S 21,357189
S 41,358780
S 21,361490
S 41,363336
S 21,365791
S 41,366656
S 21,370092
S 41,371239
S 21,374393
S 41,375403
S 21,378694
S 41,379514
S 21,382995
S 41,383806
S 21,387296
S 41,388706
S 21,391597
S 41,392649
S 21,395898
S 41,397772
S 21,400199
S 41,401163
S 21,404500
S 41,405817
S 21,408801
S 41,410530
S 21,413102
S 41,414458
S 21,417403
S 41,418307
S 21,421704
S 41,422587
S 21,426005
S 41,426838
S 21,430306
S 41,431396
S 21,434607
S 41,435966
S 21,438908
S 41,439807
S 21,443209
S 41,444125
S 21,447510
S 41,448765
