Type,Latency
S 11,206
S 31,1151
S 11,4507
S 31,6052
S 11,8808
S 31,9842
S 11,13109
S 31,13871
S 11,17410
S 31,18297
S 11,21711
S 31,22655
S 11,26012
S 31,27007
S 11,30313
S 31,31290
S 11,34614
S 31,35602
S 11,38915
S 31,39741
S 11,43216
S 31,44034
S 11,47517
S 31,48360
S 11,51818
S 31,52743
S 11,56119
S 31,56899
S 11,60420
S 31,61317
S 11,64721
S 11,69022
S 31,70352
S 11,73323
S 31,74174
S 11,77624
S 31,78504
S 11,81925
S 31,82855
S 11,86226
S 31,87144
S 11,90527
S 31,91292
S 11,94828
S 31,95607
S 11,99129
S 31,100196
S 11,103430
S 31,104559
S 11,107731
S 31,108676
S 11,112032
S 31,113244
S 11,116333
S 31,117137
S 11,120634
S 31,121583
S 11,124935
S 31,125879
S 11,129236
S 31,130009
S 11,133537
S 31,134254
S 11,137838
S 31,138503
S 11,142139
S 31,142949
S 11,146440
S 31,148525
S 11,150741
S 31,151262
S 11,155042
S 31,155871
S 11,159343
S 31,160069
S 11,163644
S 31,164625
S 11,167945
S 31,168672
S 11,172246
S 31,172986
S 11,176547
S 31,177334
S 11,180848
S 31,181788
S 11,185149
S 31,185830
S 11,189450
S 31,190195
S 11,193751
S 31,194536
S 11,198052
S 31,199371
S 11,202353
S 31,203306
S 11,206654
S 31,207525
S 11,210955
S 31,211967
S 11,215256
S 31,216351
S 11,219557
S 31,220478
S 11,223858
S 31,224629
S 11,228159
S 31,228833
S 11,232460
S 31,233490
S 11,236761
S 31,237586
S 11,241062
S 31,242075
S 11,245363
S 31,246082
S 11,249664
S 31,250501
S 11,253965
S 31,255366
S 11,258266
S 31,259280
S 11,262567
S 31,263478
S 11,266868
S 31,267482
S 11,271169
S 31,271765
S 11,275470
S 31,276271
S 11,279771
S 31,280510
S 11,284072
S 31,284956
S 11,288373
S 31,289166
S 11,292674
S 31,293369
S 11,296975
S 31,298013
S 11,301276
S 31,302071
S 11,305577
S 31,306281
S 11,309878
S 31,310643
S 11,314179
S 31,315069
S 11,318480
S 31,319269
S 11,322781
S 31,325052
S 11,327082
S 31,328294
S 11,331383
S 31,332357
S 11,335684
S 31,336603
S 11,339985
S 31,341398
S 11,344286
S 31,345361
S 11,348587
S 31,349308
S 11,352888
S 31,353593
S 11,357189
S 31,357913
S 11,361490
S 31,362806
S 11,365791
S 31,366598
S 11,370092
S 31,370700
S 11,374393
S 31,375129
S 11,378694
S 31,379464
S 11,382995
S 31,383697
S 11,387296
S 31,388090
S 11,391597
S 31,392487
S 11,395898
S 31,396876
S 11,400199
S 31,401179
S 11,404500
S 31,405573
S 11,408801
S 31,409600
S 11,413102
S 31,413786
S 11,417403
S 31,418121
S 11,421704
S 31,422443
S 11,426005
S 31,426835
