Type,Latency
S 11,206
S 31,859
S  1,3807
S 11,4507
S 31,5190
S  1,8108
S 11,8808
S 31,9426
S  1,12409
S 11,13109
S 31,13684
S  1,16710
S 41,16834
S 11,17410
S 31,18047
S  1,21028
S 11,21711
S 31,22150
S  1,25323
S 11,26012
S 31,26666
S  1,29630
S 11,30313
S 31,31057
S  1,33913
S 11,34614
S 31,35293
S  1,38216
S 11,38915
S 31,39650
S  1,42534
S 11,43216
S 31,43948
S  1,46817
S 11,47517
S 31,48240
S  1,51118
S 11,51818
S 31,52548
S  1,55436
S 11,56119
S 31,56729
S  1,59724
S 11,60420
S 31,61114
S  1,64021
S 11,64721
S 31,65691
S  1,68316
S 11,69022
S 31,69766
S  1,72623
S 11,73323
S 31,74178
S  1,76924
S 11,77624
S 31,78260
S  1,81242
S 11,81925
S 31,82578
S  1,85527
S 11,86226
S 31,86900
S  1,89837
S 11,90527
S 31,91105
S  1,94146
S 11,94828
S 31,95531
S  1,98429
S 11,99129
S 31,99724
S  1,102730
S 11,103430
S 31,104062
S  1,107031
S 11,107731
S 31,108555
S  1,111339
S 11,112032
S 31,112635
S  1,115624
S 11,116333
S 31,116954
S  1,119934
S 11,120634
S 31,121100
S  1,124235
S 11,124935
S 31,125630
S  1,128536
S 11,129236
S 31,129940
S  1,132845
S 11,133537
S 31,134199
S  1,137138
S 11,137838
S 31,138585
S  1,141439
S 11,142139
S 31,142748
S  1,145740
S 11,146440
S 31,147448
S  1,150041
S 11,150741
S 31,151357
S  1,154344
S 11,155042
S 31,155680
S  1,158641
S 11,159343
S 31,159991
S  1,162945
S 11,163644
S 31,164281
S  1,167262
S 11,167945
S 31,168718
S  1,171546
S 11,172246
S 31,172845
S  1,175848
S 11,176547
S 31,177290
S  1,180148
S 11,180848
S 31,181682
S  1,184466
S 11,185149
S 31,185913
S  1,188751
S 11,189450
S 31,190042
S  1,193052
S 11,193751
S 31,194391
S  1,197353
S 11,198052
S 31,198676
S  1,201665
S 11,202353
S 31,203192
S  1,205954
S 11,206654
S 31,207351
S  1,210272
S 11,210955
S 31,211631
S  1,214557
S 11,215256
S 31,215908
S  1,218875
S 11,219557
S 31,220215
S  1,223161
S 11,223858
S 31,224463
S  1,227459
S 11,228159
S 31,228864
S  1,231778
S 11,232460
S 31,233159
S  1,236061
S 11,236761
S 31,237467
S  1,240362
S 11,241062
S 31,241725
S  1,244662
S 11,245363
S 31,246005
S  1,248966
S 11,249664
S 31,250285
S  1,253265
S 11,253965
S 31,254646
S  1,257584
S 11,258266
S 31,259041
S  1,261867
S 11,262567
S 31,263163
S  1,266168
S 11,266868
S 31,267462
S  1,270469
S 11,271169
S 31,271951
S  1,274770
S 11,275470
S 31,276127
S  1,279071
S 11,279771
S 31,280562
S  1,283372
S 11,284072
S 31,284696
S  1,287673
S 11,288373
S 31,289050
S  1,291974
S 11,292674
S 31,293354
S  1,296274
S 11,296975
S 31,297686
S  1,300576
S 11,301276
S 31,301973
S  1,304877
