Type,Latency
S 22,206
S 22,4507
S 42,5144
S 22,8808
S 42,9263
S 22,13109
S 42,14116
S 22,17410
S 42,17827
S 22,21711
S 42,22476
S 22,26012
S 42,26615
S 22,30313
S 42,31113
S 22,34614
S 42,35468
S 22,38915
S 42,39486
S 22,43216
S 42,44175
S 22,47517
S 42,48332
S 22,51818
S 42,52641
S 22,56119
S 42,56956
S 22,60420
S 42,61878
S 22,64721
S 42,65770
S 22,69022
S 42,69729
S 42,73286
S 22,73323
S 22,77624
S 22,81925
S 42,83025
S 22,86226
S 42,87228
S 22,90527
S 42,91279
S 22,94828
S 42,95647
S 22,99129
S 42,99638
S 22,103430
S 42,104387
S 22,107731
S 42,108911
S 22,112032
S 42,113259
S 22,116333
S 42,116965
S 22,120634
S 42,121468
S 22,124935
S 22,129236
S 42,130238
S 22,133537
S 22,137838
S 22,142139
S 42,143512
S 22,146440
S 22,150741
S 42,151560
S 22,155042
S 42,156493
S 22,159343
S 42,159975
S 22,163644
S 42,164629
S 22,167945
S 42,169169
S 22,172246
S 42,173234
S 22,176547
S 42,177468
S 22,180848
S 42,182033
S 22,185149
S 42,186119
S 22,189450
S 42,190403
S 22,193751
S 42,194988
S 22,198052
S 42,199132
S 22,202353
S 42,203870
S 22,206654
S 42,207581
S 22,210955
S 42,212444
S 22,215256
S 42,216229
S 22,219557
S 42,221123
S 22,223858
S 42,224733
S 22,228159
S 42,229336
S 22,232460
S 42,233614
S 22,236761
S 42,237906
S 22,241062
S 42,242362
S 22,245363
S 42,246976
S 22,249664
S 42,250698
S 22,253965
S 42,256072
S 22,258266
S 42,259147
S 22,262567
S 42,263973
S 22,266868
S 42,268052
S 22,271169
S 42,272827
S 22,275470
S 42,276973
S 22,279771
S 42,281074
S 22,284072
S 42,285013
S 22,288373
S 42,289393
S 22,292674
S 42,294095
S 22,296975
S 42,298089
S 22,301276
S 42,302759
S 22,305577
S 42,306772
S 22,309878
S 42,310075
S 22,314179
S 42,315079
S 22,318480
S 42,319978
S 22,322781
S 42,324138
S 22,327082
S 42,328465
S 22,331383
S 42,332622
