Type,Latency
S 22,206
S 42,967
S 22,4507
S 42,5448
S 22,8808
S 42,9786
S 22,13109
S 42,14162
S 22,17410
S 42,18724
S 22,21711
S 42,22546
S 22,26012
S 42,26884
S 22,30313
S 42,31375
S 22,34614
S 42,36674
S 22,38915
S 42,40099
S 22,43216
S 42,44811
S 22,47517
S 22,51818
S 42,52600
S 22,56119
S 22,60420
S 22,64721
S 42,67200
S 22,69022
S 22,73323
S 22,77624
S 42,78677
S 22,81925
S 42,82830
S 22,86226
S 42,87467
S 22,90527
S 22,94828
S 42,95704
S 22,99129
S 22,103430
S 22,107731
S 22,112032
S 22,116333
S 22,120634
S 22,124935
S 42,126498
S 22,129236
S 22,133537
S 42,135193
S 22,137838
S 22,142139
S 22,146440
S 22,150741
S 22,155042
S 22,159343
S 42,160438
S 22,163644
S 22,167945
S 22,172246
S 42,173172
S 22,176547
S 22,180848
S 42,181973
S 22,185149
S 22,189450
S 42,190307
S 22,193751
S 42,194610
S 22,198052
S 22,202353
S 22,206654
S 22,210955
S 42,211812
S 22,215256
S 22,219557
S 42,220976
S 22,223858
S 42,224672
S 22,228159
S 42,229309
S 22,232460
S 22,236761
S 22,241062
S 22,245363
S 42,246233
S 22,249664
S 22,253965
S 42,255096
S 22,258266
S 22,262567
S 42,263600
S 22,266868
S 22,271169
S 22,275470
S 22,279771
S 22,284072
S 22,288373
S 22,292674
S 22,296975
S 22,301276
S 22,305577
S 22,309878
S 22,314179
S 22,318480
S 22,322781
S 22,327082
S 22,331383
S 42,334069
S 22,335684
S 22,339985
S 22,344286
S 22,348587
S 22,352888
