Type,Latency
S 11,206
S 31,845
S 11,4507
S 31,5183
S 11,8808
S 31,9623
S 11,13109
S 31,13861
S 11,17410
S 31,17864
S 11,21711
S 31,22439
S 11,26012
S 31,26674
S 11,30313
S 31,31059
S 11,34614
S 31,35213
S 11,38915
S 31,39479
S 11,43216
S 31,43678
S 11,47517
S 31,48058
S 11,51818
S 31,52466
S 11,56119
S 31,56940
S 11,60420
S 31,61072
S 11,64721
S 31,65685
S 11,69022
S 31,69684
S 11,73323
S 31,73965
S 11,77624
S 31,78072
S 11,81925
S 31,82463
S 11,86226
S 31,86740
S 11,90527
S 31,91279
S 11,94828
S 31,95562
S 11,99129
S 31,99808
S 11,103430
S 31,104163
S 11,107731
S 31,108525
S 11,112032
S 31,113024
S 31,116206
S 11,116333
S 11,120634
S 31,121225
S 11,124935
S 31,125386
S 11,129236
S 31,129958
S 11,133537
S 31,134582
S 11,137838
S 31,138701
S 11,142139
S 31,142640
S 11,146440
S 31,147664
S 11,150741
S 31,151464
S 11,155042
S 31,155620
S 11,159343
S 31,160056
S 11,163644
S 31,164692
S 11,167945
S 31,168813
S 11,172246
S 31,172845
S 11,176547
S 31,177815
S 11,180848
S 31,181565
S 11,185149
S 31,185756
S 11,189450
S 31,190101
S 11,193751
S 31,194615
S 11,198052
S 31,198961
S 11,202353
S 31,202834
S 11,206654
S 31,207300
S 11,210955
S 31,212016
S 11,215256
S 31,216229
S 11,219557
S 31,220020
S 11,223858
S 31,224410
S 11,228159
S 31,229464
S 11,232460
S 31,233313
S 11,236761
S 31,237516
S 11,241062
S 31,241852
S 11,245363
S 31,246200
S 11,249664
S 31,250453
S 11,253965
S 31,254410
S 11,258266
S 31,259110
S 11,262567
S 31,263829
S 11,266868
S 31,267561
S 11,271169
S 31,272119
S 11,275470
S 31,276402
