Type,Latency
S 11,206
S 11,4507
S 31,5156
S 11,8808
S 31,9534
S 11,13109
S 31,13986
S 11,17410
S 31,18096
S 11,21711
S 31,22448
S 11,26012
S 31,26773
S 11,30313
S 31,30879
S 31,34595
S 11,34614
S 11,38915
S 31,39003
S 31,42579
S 11,43216
S 31,46773
S 31,46855
S 11,47517
S 11,51818
S 31,52413
S 11,56119
S 31,56614
S 11,60420
S 31,60971
S 11,64721
S 31,65722
S 11,69022
S 31,69698
S 11,73323
S 31,73939
S 11,77624
S 31,78141
S 11,81925
S 31,82384
S 11,86226
S 31,86882
S 11,90527
S 31,91097
S 11,94828
S 31,95574
S 11,99129
S 31,99825
S 11,103430
S 31,104172
S 11,107731
S 11,112032
S 31,112518
S 11,116333
S 31,117104
S 11,120634
S 31,121818
S 11,124935
S 31,125544
S 11,129236
S 31,129864
S 11,133537
S 31,134063
S 11,137838
S 31,138464
S 11,142139
S 31,142814
S 11,146440
S 31,147334
S 11,150741
S 31,151372
S 11,155042
S 31,155589
S 11,159343
S 31,159927
S 11,163644
S 31,164237
S 11,167945
S 31,168607
S 11,172246
S 31,173230
S 11,176547
S 31,177437
S 11,180848
S 31,181540
S 11,185149
S 31,185728
S 11,189450
S 31,190089
S 11,193751
S 31,194286
S 11,198052
S 31,198919
S 11,202353
S 31,203178
S 11,206654
S 31,207392
S 11,210955
S 31,211696
S 11,215256
S 31,216183
S 11,219557
S 31,220229
S 11,223858
S 31,224594
S 11,228159
S 31,228797
S 11,232460
S 31,233130
S 11,236761
S 31,237316
S 11,241062
S 31,241563
S 11,245363
S 31,245826
S 11,249664
S 31,250260
S 11,253965
S 31,254477
S 11,258266
S 31,258981
S 11,262567
S 31,263304
S 11,266868
S 31,267538
S 11,271169
S 31,271774
S 11,275470
S 31,275889
S 11,279771
S 31,280341
S 11,284072
S 31,285177
S 11,288373
S 31,288935
S 11,292674
S 31,293394
S 11,296975
S 31,297577
S 11,301276
S 31,301932
S 11,305577
S 31,306061
S 11,309878
S 31,310340
S 11,314179
S 31,314863
S 11,318480
S 31,319027
S 11,322781
S 31,323346
S 11,327082
S 31,327698
S 11,331383
S 31,331858
S 11,335684
S 31,336120
S 11,339985
S 31,341106
S 11,344286
S 31,345033
S 11,348587
S 31,349192
S 11,352888
S 31,353430
S 11,357189
S 31,357775
S 11,361490
S 31,362135
S 31,365611
S 11,365791
S 11,370092
S 31,371091
S 11,374393
S 31,374952
S 11,378694
S 31,379425
S 11,382995
S 31,383639
