Type,Latency
S 21,206
S 41,1144
S 21,4507
S 41,6017
S 21,8808
S 41,10172
S 21,13109
S 41,14007
S 21,17410
S 41,18363
S 21,21711
S 21,26012
S 41,26862
S 21,30313
S 21,34614
S 21,38915
S 41,40492
S 21,43216
S 41,44206
S 21,47517
S 21,51818
S 21,56119
S 21,60420
S 21,64721
S 41,65872
S 21,69022
S 41,71343
S 21,73323
S 41,74256
S 21,77624
S 41,79095
S 21,81925
S 21,86226
S 41,87029
S 21,90527
S 21,94828
S 41,96209
S 21,99129
S 41,100000
S 21,103430
S 21,107731
S 21,112032
S 21,116333
S 21,120634
S 41,122909
S 21,124935
S 21,129236
S 41,130129
S 21,133537
S 21,137838
S 41,138956
S 21,142139
S 21,146440
S 21,150741
S 21,155042
S 21,159343
S 41,161690
S 21,163644
S 21,167945
S 41,168864
S 21,172246
S 41,173144
S 21,176547
S 41,177712
S 21,180848
S 21,185149
S 41,186358
S 21,189450
S 41,190505
S 21,193751
S 41,194783
S 21,198052
S 21,202353
S 21,206654
S 41,207634
S 21,210955
S 41,213198
S 21,215256
S 41,217350
S 21,219557
S 41,220509
S 21,223858
S 41,225282
S 21,228159
S 41,229324
S 21,232460
S 41,233187
S 21,236761
S 41,237935
S 21,241062
S 41,242251
S 21,245363
S 41,246270
S 21,249664
S 41,250979
S 21,253965
S 41,255304
S 21,258266
S 41,259561
S 21,262567
S 41,263386
S 21,266868
S 41,267667
S 21,271169
S 41,272212
S 21,275470
S 41,276292
S 21,279771
S 41,280587
S 21,284072
S 41,284861
S 21,288373
S 41,289854
S 21,292674
S 41,293847
S 21,296975
S 41,297832
S 21,301276
S 41,302132
S 21,305577
S 41,306505
S 21,309878
S 41,310765
S 21,314179
S 41,315011
S 21,318480
S 41,319408
S 21,322781
S 41,323956
S 21,327082
S 41,328079
S 21,331383
S 41,332139
S 21,335684
S 41,336587
S 21,339985
S 41,340921
S 21,344286
S 41,345467
S 21,348587
S 41,349544
S 21,352888
S 41,353747
S 21,357189
S 41,358244
S 21,361490
S 41,362382
S 21,365791
S 41,366611
S 21,370092
S 41,371992
S 21,374393
S 41,375452
S 21,378694
S 41,379750
S 21,382995
S 41,383953
S 21,387296
S 41,389200
S 21,391597
S 41,392274
S 21,395898
S 41,397176
S 21,400199
S 41,401758
S 21,404500
S 41,405452
S 21,408801
S 41,409633
S 21,413102
S 41,414363
S 21,417403
S 41,418735
S 21,421704
S 41,422547
S 21,426005
S 41,427420
S 21,430306
S 41,431541
S 21,434607
S 41,435516
S 21,438908
S 41,439741
S 21,443209
S 41,444304
