Type,Latency
S 22,206
S 42,1413
S 22,4507
S 42,6353
S 22,8808
S 42,9511
S 22,13109
S 42,14026
S 22,17410
S 42,18127
S 22,21711
S 42,22474
S 22,26012
S 42,26673
S 22,30313
S 42,31108
S 22,34614
S 42,35216
S 22,38915
S 42,40060
S 22,43216
S 42,44158
S 22,47517
S 42,48297
S 22,51818
S 42,52482
S 22,56119
S 42,56919
S 22,60420
S 42,61226
S 22,64721
S 42,65260
S 22,69022
S 42,69878
S 22,73323
S 42,73995
S 22,77624
S 42,78768
S 22,81925
S 42,82951
S 22,86226
S 42,86932
S 22,90527
S 42,91192
S 22,94828
S 42,95557
S 22,99129
S 22,103430
S 42,104251
S 22,107731
S 42,108458
S 22,112032
S 42,112876
S 22,116333
S 42,117046
S 22,120634
S 22,124935
S 22,129236
S 22,133537
S 42,134318
S 22,137838
S 42,138583
S 22,142139
S 42,142857
S 22,146440
S 42,147318
S 22,150741
S 42,151449
S 22,155042
S 42,155789
S 22,159343
S 42,159894
S 22,163644
S 42,164203
S 22,167945
S 42,168727
S 22,172246
S 42,173509
S 22,176547
S 42,177289
S 22,180848
S 42,181572
S 22,185149
S 42,186081
S 22,189450
S 42,190110
S 22,193751
S 42,194765
S 22,198052
S 42,198878
S 22,202353
S 42,203063
S 22,206654
S 42,207433
S 22,210955
S 42,211745
S 22,215256
S 42,215727
S 22,219557
S 42,220129
S 22,223858
S 42,225084
S 22,228159
S 42,228892
S 22,232460
S 42,233325
S 22,236761
S 42,237382
S 22,241062
S 42,241758
S 22,245363
S 42,245986
S 22,249664
S 42,250293
S 22,253965
S 42,254447
S 22,258266
S 42,259137
S 22,262567
S 42,263320
S 22,266868
S 42,267564
S 22,271169
S 42,271857
S 22,275470
S 42,275949
S 22,279771
S 42,280446
S 22,284072
S 42,284769
S 22,288373
S 42,289034
S 22,292674
S 42,293341
S 22,296975
S 42,297541
S 22,301276
S 42,301833
S 22,305577
S 42,306369
S 22,309878
S 42,310723
S 22,314179
S 42,314792
S 22,318480
S 42,319121
S 22,322781
S 42,323430
S 22,327082
S 42,327682
S 22,331383
S 42,332164
S 22,335684
S 42,336332
S 22,339985
S 42,340930
