Type,Latency
S 21,206
S 41,1485
S 21,4507
S 41,5812
S 21,8808
S 41,9799
S 21,13109
S 21,17410
S 41,18220
S 21,21711
S 41,22736
S 21,26012
S 41,26707
S 21,30313
S 41,31331
S 21,34614
S 41,35345
S 21,38915
S 41,39704
S 21,43216
S 41,43852
S 21,47517
S 41,48477
S 21,51818
S 41,52898
S 21,56119
S 41,56880
S 21,60420
S 41,61737
S 21,64721
S 41,66014
S 21,69022
S 41,69604
S 21,73323
S 41,74138
S 21,77624
S 41,78678
S 21,81925
S 41,82755
S 21,86226
S 41,87124
S 21,90527
S 41,91558
S 21,94828
S 41,95653
S 21,99129
S 41,100371
S 41,103360
S 21,103430
S 21,107731
S 41,108604
S 42,111763
S 21,112032
S 41,112872
S 21,116333
S 41,117180
S 21,120634
S 41,121560
S 21,124935
S 41,125861
S 21,129236
S 41,129844
S 21,133537
S 41,134297
S 21,137838
S 41,139313
S 21,142139
S 41,142824
S 21,146440
S 41,147064
S 21,150741
S 41,151983
S 21,155042
S 41,156087
S 21,159343
S 41,160170
S 21,163644
S 41,164557
S 21,167945
S 41,169058
S 21,172246
S 41,172948
S 21,176547
S 41,177343
S 21,180848
S 41,181646
S 21,185149
S 41,185660
S 21,189450
S 41,190260
S 21,193751
S 41,194978
S 21,198052
S 41,199176
S 21,202353
S 41,202848
S 21,206654
S 41,207517
S 21,210955
S 41,211783
S 21,215256
S 41,216071
S 21,219557
S 41,220220
S 21,223858
S 41,224885
S 21,228159
S 41,229007
S 21,232460
S 41,233392
S 21,236761
S 41,237540
S 21,241062
S 41,241831
S 21,245363
S 41,246217
S 21,249664
S 41,250475
S 21,253965
S 41,254684
S 21,258266
S 41,258947
