Type,Latency
S 11,206
S 31,1029
S 11,4507
S 31,5398
S 11,8808
S 31,9795
S 11,13109
S 31,13893
S 11,17410
S 31,18274
S 11,21711
S 31,22533
S 11,26012
S 31,26508
S 11,30313
S 31,31061
S 11,34614
S 31,35411
S 11,38915
S 31,39845
S 11,43216
S 31,43978
S 11,47517
S 31,48390
S 11,51818
S 31,52673
S 11,56119
S 31,56977
S 11,60420
S 31,61389
S 11,64721
S 31,65586
S 11,69022
S 31,69973
S 11,73323
S 31,74280
S 11,77624
S 31,78383
S 11,81925
S 31,82771
S 11,86226
S 31,86951
S 11,90527
S 31,91445
S 11,94828
S 31,95629
S 11,99129
S 31,100050
S 11,103430
S 31,104435
S 11,107731
S 31,108466
S 11,112032
S 31,113814
S 11,116333
S 31,117321
S 11,120634
S 31,121527
S 11,124935
S 31,125598
S 11,129236
S 31,130417
S 11,133537
S 31,134359
S 11,137838
S 31,138605
S 11,142139
S 31,143156
S 11,146440
S 31,147440
S 11,150741
S 31,151542
S 11,155042
S 31,155763
S 11,159343
S 31,160194
S 11,163644
S 31,164424
S 11,167945
S 31,168586
S 11,172246
S 31,172310
S 11,176547
S 31,177278
S 11,180848
S 31,181530
S 11,185149
S 31,185939
S 11,189450
S 31,190242
S 11,193751
S 31,194612
S 11,198052
S 31,198892
S 11,202353
S 31,203184
S 11,206654
S 31,207642
S 11,210955
S 31,211820
S 11,215256
S 31,216031
S 11,219557
S 11,223858
S 31,224654
S 11,228159
S 31,228808
S 11,232460
S 31,233863
S 11,236761
S 31,237648
S 11,241062
S 31,241882
S 11,245363
S 31,246208
S 11,249664
S 31,250419
S 11,253965
S 31,254718
S 11,258266
S 31,259047
S 11,262567
S 31,263271
S 11,266868
S 11,271169
S 31,271892
S 11,275470
S 31,276196
S 11,279771
S 31,280391
S 11,284072
S 31,284908
S 11,288373
S 31,289781
S 11,292674
S 31,293470
S 11,296975
S 31,297809
S 11,301276
S 31,302050
S 11,305577
S 31,306579
S 11,309878
S 31,310931
S 11,314179
S 31,314977
S 11,318480
S 31,319432
S 11,322781
S 31,323595
S 11,327082
S 31,327985
S 11,331383
S 31,332508
S 11,335684
S 31,336491
S 11,339985
S 31,340883
S 11,344286
S 31,345026
S 11,348587
S 31,349459
S 11,352888
S 31,353623
S 11,357189
S 31,358255
S 11,361490
S 31,362402
S 11,365791
S 31,366596
S 11,370092
S 31,371029
S 11,374393
S 31,375222
S 11,378694
S 31,381074
S 11,382995
S 31,383785
S 11,387296
S 31,388194
S 11,391597
S 31,392476
S 11,395898
S 31,396392
S 11,400199
S 31,401020
