Type,Latency
S 22,206
S 42,2337
S 22,4507
S 42,5316
S 22,8808
S 42,9829
S 22,13109
S 42,13893
S 22,17410
S 42,18213
S 22,21711
S 42,22847
S 22,26012
S 42,26992
S 22,30313
S 42,31485
S 22,34614
S 42,35856
S 22,38915
S 42,39926
S 22,43216
S 42,43886
S 22,47517
S 42,48364
S 22,51818
S 42,52495
S 22,56119
S 42,56971
S 22,60420
S 42,61369
S 22,64721
S 42,66783
S 22,69022
S 42,69993
S 22,73323
S 42,73940
S 22,77624
S 22,81925
S 22,86226
S 42,87003
S 22,90527
S 42,91193
S 22,94828
S 42,95737
S 22,99129
S 22,103430
S 42,104512
S 22,107731
S 42,108442
S 22,112032
S 42,113158
S 22,116333
S 22,120634
S 42,121732
S 22,124935
S 42,125719
S 22,129236
S 22,133537
S 42,134318
S 22,137838
S 42,138542
S 22,142139
S 42,142869
S 22,146440
S 42,147247
S 22,150741
S 42,151464
S 22,155042
S 42,155930
S 22,159343
S 42,159982
S 22,163644
S 22,167945
S 42,169189
S 22,172246
S 42,172945
S 22,176547
S 42,177312
S 22,180848
S 42,181645
S 22,185149
S 42,186219
S 22,189450
S 42,190445
S 22,193751
S 42,194880
S 22,198052
S 42,198739
S 22,202353
S 42,203103
S 22,206654
S 42,207493
S 22,210955
S 42,211819
S 22,215256
S 42,215959
S 22,219557
S 42,220693
S 22,223858
S 42,224562
S 22,228159
S 42,228930
S 22,232460
S 42,233356
S 22,236761
S 42,237799
S 22,241062
S 42,242296
S 22,245363
S 42,246264
S 22,249664
S 42,250519
S 22,253965
S 42,254927
S 22,258266
S 42,259353
S 22,262567
S 42,263403
S 22,266868
S 42,267564
S 22,271169
S 42,272001
S 22,275470
S 42,276973
S 22,279771
S 42,280707
S 22,284072
S 42,284924
S 22,288373
S 42,289222
S 22,292674
S 42,293391
S 22,296975
S 42,298254
S 22,301276
S 42,302147
S 22,305577
S 42,306420
S 22,309878
S 42,310531
S 22,314179
S 42,315207
S 22,318480
S 42,319260
S 22,322781
S 42,323916
S 22,327082
S 42,327840
S 22,331383
S 42,332252
S 22,335684
S 42,336982
S 22,339985
S 42,340715
S 22,344286
S 42,345136
S 22,348587
S 42,349501
S 22,352888
S 42,353754
S 22,357189
S 42,357974
