Type,Latency
S 11,206
S 31,1056
S 11,4507
S 31,5293
S 11,8808
S 31,9416
S 11,13109
S 31,13894
S 11,17410
S 31,18287
S 11,21711
S 31,22823
S 11,26012
S 31,26788
S 11,30313
S 31,31046
S 11,34614
S 31,35640
S 11,38915
S 31,39452
S 11,43216
S 31,44172
S 11,47517
S 31,48219
S 11,51818
S 31,52607
S 11,56119
S 31,56785
S 11,60420
S 31,60450
S 11,64721
S 31,65736
S 11,69022
S 31,69548
S 11,73323
S 31,74137
S 11,77624
S 31,78215
S 11,81925
S 31,82625
S 11,86226
S 31,86855
S 11,90527
S 31,91468
S 11,94828
S 31,95463
S 11,99129
S 31,99865
S 11,103430
S 31,105313
S 41,107350
S 11,107731
S 31,108652
S 11,112032
S 31,112600
S 11,116333
S 31,117473
S 11,120634
S 31,121520
S 11,124935
S 31,125711
S 11,129236
S 31,129858
S 11,133537
S 31,134142
S 11,137838
S 31,138634
S 11,142139
S 31,142767
S 11,146440
S 31,147177
S 31,150526
S 31,150677
S 11,150741
S 31,154819
S 31,154986
S 11,155042
S 11,159343
S 31,160258
S 11,163644
S 31,164782
S 11,167945
S 31,168795
S 11,172246
S 31,173058
S 11,176547
S 31,177787
S 11,180848
S 31,180942
S 11,185149
S 31,185951
S 11,189450
S 31,189969
S 11,193751
S 31,194641
S 11,198052
S 31,199934
S 11,202353
S 31,203248
S 11,206654
S 31,207755
S 11,210955
S 31,212080
S 11,215256
S 31,216142
S 11,219557
S 31,220465
S 11,223858
S 31,224740
S 11,228159
S 31,229165
S 11,232460
S 11,236761
S 11,241062
S 31,242013
S 11,245363
S 31,246141
S 11,249664
S 31,250395
S 11,253965
S 31,254820
S 11,258266
S 31,259314
S 11,262567
S 31,263645
S 11,266868
S 31,267787
S 11,271169
S 31,271272
S 11,275470
S 31,276412
S 11,279771
S 31,280759
S 11,284072
S 31,284322
S 11,288373
S 31,289726
S 11,292674
S 31,293641
S 11,296975
S 11,301276
S 31,302145
S 11,305577
S 31,306762
S 11,309878
S 31,310779
S 11,314179
S 31,314905
S 11,318480
S 31,319470
S 11,322781
S 31,323906
S 11,327082
S 31,327973
S 11,331383
S 31,332310
S 11,335684
S 31,336588
S 11,339985
S 31,341055
S 11,344286
S 31,345353
S 11,348587
S 31,349526
S 11,352888
S 31,353791
S 11,357189
S 31,358011
S 11,361490
S 31,362340
S 11,365791
S 31,366518
S 11,370092
S 31,370914
S 11,374393
S 31,376249
S 11,378694
S 31,379523
