Type,Latency
S 21,206
S 41,720
S 21,4507
S 41,4902
S 21,8808
S 41,9147
S 21,13109
S 41,13803
S 21,17410
S 41,17975
S 21,21711
S 41,22192
S 21,26012
S 41,26361
S 21,30313
S 41,30766
S 21,34614
S 41,35198
S 21,38915
S 41,39271
S 41,43213
S 21,43216
S 21,47517
S 41,47898
S 21,51818
S 41,52284
S 21,56119
S 41,56694
S 21,60420
S 41,61155
S 21,64721
S 41,65168
S 21,69022
S 41,69348
S 21,73323
S 41,73733
S 21,77624
S 21,81925
S 41,83165
S 21,86226
S 41,87165
S 21,90527
S 41,91483
S 21,94828
S 41,95791
S 21,99129
S 41,99795
S 21,103430
S 41,104534
S 21,107731
S 41,108210
S 21,112032
S 41,112423
S 21,116333
S 41,116794
S 21,120634
S 41,120874
S 21,124935
S 41,125729
S 21,129236
S 41,130111
S 21,133537
S 41,134317
S 21,137838
S 41,138185
S 21,142139
S 41,142950
S 21,146440
S 41,147302
S 21,150741
S 41,151548
S 21,155042
S 41,155805
S 21,159343
S 41,159823
S 21,163644
S 41,164294
S 21,167945
S 41,168508
S 21,172246
S 41,172876
S 21,176547
S 41,177267
S 21,180848
S 41,181320
S 21,185149
S 41,185619
S 21,189450
S 41,189830
S 21,193751
S 41,194037
S 21,198052
S 41,198501
S 21,202353
S 41,202900
S 21,206654
S 41,207106
S 21,210955
S 41,211495
S 21,215256
S 41,215770
S 21,219557
S 41,219929
S 21,223858
S 41,224201
S 21,228159
S 41,228628
S 21,232460
S 41,232725
S 21,236761
S 41,236769
S 31,240588
S 21,241062
S 41,241456
S 21,245363
S 41,246098
S 21,249664
S 41,250197
S 21,253965
S 41,254633
S 21,258266
S 41,259067
S 21,262567
S 41,262933
S 21,266868
S 41,267684
S 21,271169
S 41,271774
S 21,275470
S 41,276060
S 21,279771
S 41,280151
S 21,284072
S 41,284882
S 21,288373
S 41,289351
S 21,292674
S 41,293422
S 21,296975
S 41,297833
S 21,301276
S 41,302117
S 21,305577
S 41,306469
S 21,309878
S 41,310267
S 21,314179
S 41,315042
S 21,318480
S 41,318960
S 21,322781
S 41,323219
S 21,327082
S 41,327814
S 21,331383
S 41,332286
S 21,335684
S 41,336135
S 21,339985
S 41,340810
S 21,344286
S 41,345206
S 21,348587
S 41,349649
S 21,352888
S 41,353421
S 21,357189
S 41,357626
S 21,361490
S 41,362068
S 21,365791
S 41,366259
S 21,370092
S 41,370481
S 21,374393
S 41,374820
S 21,378694
S 41,379147
S 21,382995
S 41,383435
S 21,387296
S 41,387833
S 21,391597
S 41,392012
S 21,395898
S 41,396333
S 21,400199
S 41,400723
S 21,404500
S 41,404864
S 21,408801
S 21,413102
S 41,413597
S 21,417403
S 41,417818
S 21,421704
S 41,422007
S 21,426005
S 41,426474
S 21,430306
S 41,431201
S 21,434607
S 41,435029
