Type,Latency
S 22,206
S 42,1045
S 22,4507
S 42,5441
S 22,8808
S 22,13109
S 42,14491
S 22,17410
S 42,18416
S 22,21711
S 22,26012
S 42,27049
S 22,30313
S 42,31159
S 22,34614
S 42,35793
S 22,38915
S 42,39605
S 22,43216
S 42,44044
S 22,47517
S 42,49584
S 22,51818
S 42,52700
S 22,56119
S 42,57126
S 22,60420
S 42,61553
S 22,64721
S 22,69022
S 42,70136
S 22,73323
S 42,73990
S 22,77624
S 22,81925
S 42,82685
S 22,86226
S 42,86910
S 22,90527
S 42,91716
S 22,94828
S 42,95805
S 22,99129
S 22,103430
S 42,104387
S 22,107731
S 42,108405
S 22,112032
S 42,112860
S 22,116333
S 42,117341
S 22,120634
S 42,121346
S 22,124935
S 42,126134
S 22,129236
S 22,133537
S 42,134330
S 22,137838
S 42,138773
S 22,142139
S 42,142988
S 22,146440
S 42,147523
S 22,150741
S 42,151466
S 22,155042
S 42,155767
S 22,159343
S 42,160224
S 42,163553
S 22,163644
S 22,167945
S 42,168802
S 22,172246
S 42,172950
S 22,176547
S 42,177368
S 22,180848
S 42,181485
S 22,185149
S 42,186267
S 22,189450
S 42,190347
S 22,193751
S 42,194636
S 22,198052
S 42,198755
S 22,202353
S 42,203219
S 22,206654
S 42,207301
S 22,210955
S 42,211556
S 22,215256
S 42,216064
S 22,219557
S 42,220336
S 22,223858
S 42,224487
S 22,228159
S 42,228809
S 22,232460
S 42,233255
S 22,236761
S 42,238139
S 22,241062
S 42,242007
S 22,245363
S 42,246225
S 22,249664
S 42,250821
S 22,253965
S 42,255326
S 22,258266
S 42,258967
S 22,262567
S 42,263668
S 22,266868
S 42,268231
S 22,271169
S 42,272038
S 22,275470
S 42,276115
S 22,279771
S 42,280491
S 22,284072
S 42,285201
S 22,288373
S 42,289132
S 22,292674
S 22,296975
S 42,297580
S 22,301276
S 42,302150
S 22,305577
S 42,306708
S 22,309878
S 42,310661
S 22,314179
S 42,315098
S 22,318480
S 42,319301
S 22,322781
S 42,323572
S 22,327082
S 42,327861
S 22,331383
S 42,332172
S 22,335684
S 42,336538
