Type,Latency
S 21,206
S 41,1094
S  1,3807
S 21,4507
S 41,5492
S  1,8108
S 21,8808
S 41,9670
S  1,12409
S 21,13109
S 41,14151
S  1,16710
S 21,17410
S 41,18150
S  1,21011
S 21,21711
S 41,22450
S  1,25329
S 21,26012
S 41,26763
S  1,29613
S 21,30313
S 41,31352
S  1,33915
S 21,34614
S 41,36038
S  1,38214
S 21,38915
S 41,40188
S  1,42517
S 21,43216
S 41,44431
S  1,46834
S 21,47517
S 41,49200
S  1,51118
S 21,51818
S 41,52864
S  1,55418
S 21,56119
S 41,56910
S  1,59720
S 21,60420
S 41,61639
S  1,64020
S 21,64721
S 41,65651
S  1,68322
S 21,69022
S 41,70362
S  1,72624
S 21,73323
S 41,74104
S  1,76924
S 21,77624
S 41,78621
S  1,81225
S 21,81925
S 41,83034
S  1,85526
S 21,86226
S 41,87169
S  1,89844
S 21,90527
S 41,91641
S  1,94128
S 21,94828
S 41,95746
S  1,98429
S 21,99129
S 41,99960
S  1,102729
S 21,103430
S 41,104394
S  1,107031
S 21,107731
S 41,108642
S  1,111332
S 21,112032
S 41,113058
S  1,115632
S 21,116333
S 41,117453
S  1,119933
S 21,120634
S 41,121527
S  1,124236
S 21,124935
S 41,126154
S  1,128536
S 21,129236
S 41,130092
S  1,132854
S 21,133537
S 41,134250
S  1,137139
S 21,137838
S 41,138707
S  1,141456
S 21,142139
S 41,143145
S  1,145740
S 21,146440
S 41,147265
S  1,150041
S 21,150741
S 41,151602
S  1,154360
S 21,155042
S 41,156285
S  1,158643
S 21,159343
S 41,160242
S  1,162961
S 21,163644
S 41,164863
S  1,167245
S 21,167945
S 41,169024
S  1,171563
S 21,172246
S 41,173105
S  1,175846
S 21,176547
S 41,177358
S  1,180148
S 21,180848
S 41,181678
S  1,184449
S 21,185149
S 41,186445
S  1,188751
S 21,189450
S 41,190203
S  1,193051
S 21,193751
S 41,194645
S  1,197370
S 21,198052
S 41,199709
S  1,201653
S 21,202353
S 41,203363
S  1,205955
S 21,206654
S 41,208023
S  1,210272
S 21,210955
S 41,211991
S  1,214557
S 21,215256
S 41,216028
S  1,218875
S 21,219557
S 41,220461
S  1,223158
S 21,223858
S 41,224808
S  1,227459
S 21,228159
S 41,229290
S  1,231760
S 21,232460
S 41,234099
S  1,236061
S 21,236761
S 41,238436
S  1,240362
S 21,241062
S 41,242422
S  1,244663
S 21,245363
S  1,248982
S 21,249664
S 41,250942
S  1,253265
S 21,253965
S 41,254878
S  1,257566
S 21,258266
S 41,259391
S  1,261867
S 21,262567
S 41,263432
S  1,266185
S 41,266843
S 21,266868
S  1,270470
S 21,271169
S 41,272731
S  1,274769
S 21,275470
S 41,277022
S  1,279071
S 21,279771
S 41,281073
S  1,283372
S 21,284072
S 41,285025
S  1,287673
S 21,288373
S 41,289774
S  1,291974
S 21,292674
S 41,293562
S  1,296292
S 21,296975
S  1,300577
S 21,301276
S 41,302297
S  1,304877
S 21,305577
S 41,306543
S  1,309179
S 21,309878
S 41,310996
S  1,313479
S 21,314179
S 41,314917
S  1,317780
S 21,318480
S 41,320041
S  1,322081
S 21,322781
S 41,324015
S  1,326399
S 21,327082
S 41,328629
S  1,330683
S 21,331383
S 41,332235
S  1,334984
S 21,335684
S 41,336528
S  1,339285
S 21,339985
S 41,340809
S  1,343586
S 21,344286
S 41,345887
S  1,347904
