Type,Latency
S 11,206
S 31,1028
S 11,4507
S 31,5310
S 11,8808
S 31,9423
S 11,13109
S 31,13694
S 11,17410
S 31,18256
S 11,21711
S 31,22571
S 11,26012
S 31,26682
S 11,30313
S 31,30994
S 11,34614
S 31,35245
S 11,38915
S 31,39569
S 11,43216
S 31,43931
S 11,47517
S 31,48212
S 11,51818
S 31,52433
S 11,56119
S 31,56779
S 11,60420
S 31,61478
S 11,64721
S 31,65575
S 11,69022
S 31,69714
S 11,73323
S 31,74054
S 11,77624
S 31,78465
S 11,81925
S 31,82843
S 11,86226
S 31,86803
S 11,90527
S 31,91257
S 11,94828
S 31,95506
S 11,99129
S 31,99667
S 11,103430
S 31,104088
S 11,107731
S 31,109077
S 11,112032
S 31,112853
S 11,116333
S 31,116953
S 11,120634
S 31,121206
S 11,124935
S 31,125552
S 11,129236
S 31,129984
S 11,133537
S 31,134362
S 11,137838
S 31,138580
S 11,142139
S 31,143338
S 11,146440
S 31,147092
S 11,150741
S 31,151383
S 11,155042
S 31,155685
S 11,159343
S 31,159947
S 11,163644
S 31,164331
S 11,167945
S 31,168496
S 11,172246
S 31,172998
S 11,176547
S 31,177230
S 11,180848
S 31,181595
S 11,185149
S 31,186131
S 11,189450
S 31,190295
S 11,193751
S 31,194430
S 11,198052
S 31,198711
S 11,202353
S 31,203029
S 11,206654
S 31,207306
S 11,210955
S 31,211646
S 11,215256
S 31,215893
S 11,219557
S 31,220596
S 11,223858
S 31,224665
S 11,228159
S 31,229036
S 11,232460
S 31,233081
S 11,236761
S 31,237397
S 11,241062
S 31,241776
S 11,245363
S 31,246086
S 11,249664
S 31,250416
S 11,253965
S 31,255115
S 11,258266
S 31,258928
S 11,262567
S 31,263352
S 11,266868
S 31,267506
S 11,271169
S 31,271924
S 11,275470
S 31,276838
S 11,279771
S 31,280467
S 11,284072
S 31,284905
S 11,288373
S 31,289026
S 11,292674
S 31,293437
S 11,296975
S 31,297717
S 11,301276
S 31,302074
S 11,305577
S 31,306875
S 11,309878
S 31,310612
S 11,314179
S 31,314949
S 11,318480
S 31,319207
S 11,322781
S 31,323426
S 11,327082
S 31,327744
S 11,331383
S 31,331953
S 11,335684
S 31,336551
S 11,339985
S 31,340631
S 11,344286
S 31,345117
S 11,348587
S 31,349282
S 11,352888
S 31,353626
S 11,357189
S 31,358026
S 11,361490
S 31,362377
S 11,365791
S 31,366611
S 11,370092
S 31,370884
S 11,374393
S 31,375214
S 11,378694
S 31,379459
S 11,382995
S 31,383835
S 11,387296
S 31,388017
S 11,391597
S 31,392317
S 11,395898
S 31,396564
S 11,400199
S 31,400956
S 11,404500
S 31,405237
S 11,408801
S 31,409584
S 11,413102
S 31,414123
