Type,Latency
S 21,206
S 21,4507
S 41,5669
S 21,8808
S 41,9861
S 21,13109
S 21,17410
S 41,18425
S 21,21711
S 41,22595
S 21,26012
S 41,27046
S 21,30313
S 41,31168
S 21,34614
S 41,35454
S 21,38915
S 41,39749
S 21,43216
S 41,44013
S 21,47517
S 41,48399
S 21,51818
S 41,52734
S 21,56119
S 41,56829
S 21,60420
S 41,61194
S 21,64721
S 41,65702
S 21,69022
S 41,70348
S 21,73323
S 21,77624
S 41,78437
S 21,81925
S 41,82481
S 21,86226
S 41,86960
S 21,90527
S 41,91285
S 21,94828
S 41,95419
S 21,99129
S 41,99689
S 21,103430
S 41,104464
S 21,107731
S 41,108606
S 21,112032
S 41,112675
S 21,116333
S 41,117349
S 21,120634
S 41,121434
S 21,124935
S 41,125706
S 21,129236
S 41,129962
S 21,133537
S 41,134516
S 21,137838
S 41,138650
S 21,142139
S 41,142689
S 21,146440
S 41,147072
S 21,150741
S 41,151662
S 21,155042
S 41,155715
S 21,159343
S 41,160032
S 21,163644
S 41,164493
S 21,167945
S 41,168851
S 21,172246
S 41,173287
S 21,176547
S 41,177707
S 21,180848
S 41,181637
S 21,185149
S 41,185994
S 21,189450
S 41,190347
S 21,193751
S 41,194489
S 21,198052
S 41,198957
S 21,202353
S 41,203351
S 21,206654
S 41,207723
S 21,210955
S 41,211752
S 21,215256
S 41,216041
S 21,219557
S 41,220443
S 21,223858
S 41,225584
S 21,228159
S 41,229001
S 21,232460
S 41,233068
S 21,236761
S 41,238032
S 21,241062
S 41,241767
S 21,245363
S 21,249664
S 41,250478
S 21,253965
S 41,254554
S 21,258266
S 41,258906
S 21,262567
S 41,263225
S 21,266868
S 41,267587
S 21,271169
S 41,272630
S 21,275470
S 41,276341
S 21,279771
S 41,280726
S 21,284072
S 41,285193
S 21,288373
S 41,289038
S 21,292674
S 41,293468
S 21,296975
S 21,301276
S 41,302205
S 21,305577
S 41,306179
S 21,309878
S 41,310564
S 21,314179
S 41,314855
S 21,318480
S 41,319081
S 21,322781
S 41,323633
S 21,327082
S 41,327953
S 21,331383
S 41,332468
S 21,335684
S 41,337063
S 21,339985
S 21,344286
S 21,348587
S 41,349240
S 21,352888
S 41,353717
S 21,357189
S 41,358149
S 21,361490
S 41,362381
