Type,Latency
S 23,206
S 43,729
S  1,3807
S 23,4507
S 43,5173
S  1,8107
S 23,8808
S 43,9572
S  1,12410
S 23,13109
S 43,13991
S  1,16711
S 23,17410
S 43,18334
S  1,21011
S 23,21711
S 43,22442
S  1,25312
S 23,26012
S 43,26976
S  1,29630
S 23,30313
S 43,31103
S  1,33915
S 23,34614
S 43,35416
S  1,38214
S 23,38915
S 43,39729
S  1,42515
S 23,43216
S 43,44119
S  1,46817
S 23,47517
S 43,48080
S  1,51135
S 23,51818
S 43,52412
S  1,55436
S 23,56119
S 43,56959
S  1,59720
S 23,60420
S 43,61217
S  1,64021
S 23,64721
S 43,65357
S  1,68321
S 23,69022
S 43,69904
S  1,72624
S 41,72663
S 23,73323
S 43,73878
S  1,76925
S 23,77624
S 43,78528
S  1,81224
S 23,81925
S 43,82717
S  1,85526
S 23,86226
S 43,86794
S  1,89827
S 23,90527
S 43,91304
S  1,94128
S 23,94828
S 43,95698
S  1,98446
S 23,99129
S 43,101225
S  1,102730
S 23,103430
S 43,104375
S  1,107030
S 23,107731
S 43,108550
S  1,111332
S 23,112032
S  1,115633
S 23,116333
S 43,116789
S  1,119934
S 23,120634
S  1,121498
S 23,124935
S  1,125728
S 23,129236
S 43,130081
S  1,132837
S 23,133537
S 43,134360
S  1,137138
S 23,137838
S 43,138696
S  1,141440
S 23,142139
S  1,142952
S 23,146440
S 43,147223
S  1,150041
S 23,150741
S 43,151232
S  1,154342
S 23,155042
S 43,155549
S  1,158643
S 23,159343
S  1,162944
S 23,163644
S 43,164815
S  1,167245
S 23,167945
S 43,169139
S  1,171546
S 23,172246
S 43,173091
S  1,175847
S 23,176547
S 43,177759
S  1,180165
S 23,180848
S 43,182057
S  1,184449
S 23,185149
S  1,188767
S 23,189450
S 43,190478
S  1,193051
S 23,193751
S 43,194669
S  1,197353
S 23,198052
S 43,198758
S  1,201653
S 23,202353
S 43,203991
S  1,205971
S 23,206654
S 43,207487
S  1,210255
S 23,210955
S 43,211645
S  1,214556
S 23,215256
S 43,215854
S  1,218857
S 23,219557
S 43,220536
S  1,223159
S 23,223858
S 43,224815
S  1,227477
S 23,228159
S 43,229033
S  1,231760
S 23,232460
S 43,233249
S  1,236061
S 23,236761
S 43,238041
S  1,240362
S 23,241062
S 43,242211
S  1,244680
S 23,245363
S 43,246278
S  1,248964
S 23,249664
S 43,250561
S  1,253266
S 23,253965
S 43,254670
S  1,257567
S 23,258266
S 43,259562
S  1,261867
S 23,262567
S 43,264048
S  1,266169
S 23,266868
S 43,267658
S  1,270469
S 23,271169
S 43,272630
S  1,274770
S 23,275470
S 43,276950
S  1,279071
S 23,279771
S 43,280535
S  1,283372
S 23,284072
S 43,285041
S  1,287674
S 23,288373
S 43,289752
S  1,291974
S 23,292674
S 43,293712
S  1,296275
S 23,296975
S 43,297753
S  1,300593
S 23,301276
S 43,302115
S  1,304895
S 23,305577
S 43,306372
S  1,309179
S 23,309878
S 43,310638
S  1,313479
S 23,314179
S 43,315203
S  1,317780
S 23,318480
S 43,319305
S  1,322099
S 23,322781
S 43,323697
S  1,326399
S 23,327082
S 43,328048
S  1,330683
S 23,331383
S 43,332252
S  1,334984
S 23,335684
S 43,336842
S  1,339285
S 23,339985
S 43,340774
S  1,343587
S 23,344286
S 43,345291
S  1,347887
S 23,348587
S 43,349629
S  1,352188
S 23,352888
S 43,353534
S  1,356489
S 23,357189
S 43,358186
S  1,360791
S 23,361490
S 43,363279
S  1,365091
S 23,365791
S 43,366809
S  1,369392
S 23,370092
S 43,370755
S  1,373693
S 23,374393
S 43,375620
S  1,377994
S 23,378694
S 43,379562
S  1,382296
S 23,382995
S 43,383813
S  1,386596
S 23,387296
S 43,388085
S  1,390897
S 23,391597
S 43,392602
S  1,395215
