Type,Latency
S 22,206
S 42,896
S 22,4507
S 42,5477
S 22,8808
S 42,10099
S 22,13109
S 42,14188
S 22,17410
S 42,18507
S 22,21711
S 42,22711
S 22,26012
S 42,27276
S 22,30313
S 42,32295
S 22,34614
S 42,35623
S 22,38915
S 42,41024
S 22,43216
S 42,44130
S 22,47517
S 42,48253
S 22,51818
S 22,56119
S 42,57288
S 22,60420
S 42,61487
S 22,64721
S 42,65685
S 22,69022
S 42,70174
S 22,73323
S 42,73423
S 22,77624
S 42,78661
S 22,81925
S 42,82946
S 22,86226
S 42,87208
S 22,90527
S 42,91550
S 22,94828
S 42,95722
S 22,99129
S 42,99892
S 22,103430
S 42,104500
S 22,107731
S 42,108292
S 22,112032
S 22,116333
S 42,117557
S 22,120634
S 42,121388
S 22,124935
S 41,128846
S 22,129236
S 42,129331
S 22,133537
S 42,134774
S 22,137838
S 42,138642
S 22,142139
S 22,146440
S 42,147521
S 22,150741
S 22,155042
S 42,156099
S 22,159343
S 22,163644
S 42,164939
S 22,167945
S 42,169138
S 22,172246
S 42,173419
S 22,176547
S 42,177311
S 22,180848
S 42,181656
S 22,185149
S 42,186407
S 22,189450
S 42,190534
S 22,193751
S 42,196298
S 22,198052
S 42,199296
S 22,202353
S 42,203141
S 22,206654
S 42,207773
S 22,210955
S 42,212389
S 22,215256
S 42,216017
S 22,219557
S 42,220737
S 22,223858
S 42,224950
S 22,228159
S 42,229590
S 22,232460
S 42,233709
S 22,236761
S 42,237585
S 22,241062
S 42,242282
S 22,245363
S 42,246461
S 22,249664
S 42,250460
S 22,253965
S 42,254757
S 22,258266
S 42,259143
S 22,262567
S 42,264653
S 22,266868
S 42,268051
S 22,271169
S 42,272661
S 22,275470
S 42,276367
S 22,279771
S 42,281086
S 22,284072
S 42,285739
S 22,288373
S 42,290314
S 22,292674
S 42,293810
S 22,296975
S 42,297718
S 22,301276
S 42,303118
S 22,305577
S 22,309878
S 42,310692
S 22,314179
S 42,315114
S 41,318225
S 22,318480
S 42,319933
S 22,322781
S 42,323782
S 22,327082
S 42,327852
S 22,331383
S 42,332494
S 22,335684
S 42,336377
S 22,339985
S 42,342059
S 22,344286
S 42,345301
S 22,348587
S 42,351021
S 22,352888
S 42,353687
S 22,357189
S 42,358617
S 22,361490
S 42,363573
S 22,365791
S 42,367886
S 22,370092
S 42,371922
S 22,374393
S 42,375501
S 22,378694
S 42,380447
S 22,382995
S 42,384180
S 22,387296
S 42,388910
