Type,Latency
S 21,206
S 41,739
S 21,4507
S 41,5238
S 21,8808
S 41,9906
S 21,13109
S 21,17410
S 21,21711
S 41,21814
S 21,26012
S 41,26573
S 41,29760
S 21,30313
S 21,34614
S 41,35440
S 21,38915
S 41,39996
S 21,43216
S 41,44036
S 21,47517
S 41,48286
S 21,51818
S 41,52706
S 21,56119
S 41,56922
S 21,60420
S 41,61248
S 21,64721
S 41,66390
S 21,69022
S 21,73323
S 41,73435
S 21,77624
S 41,78639
S 21,81925
S 41,82980
S 21,86226
S 41,86928
S 21,90527
S 41,91312
S 21,94828
S 41,95508
S 21,99129
S 41,99833
S 21,103430
S 41,104734
S 21,107731
S 41,108645
S 21,112032
S 41,112969
S 21,116333
S 41,117324
S 21,120634
S 21,124935
S 41,125732
S 21,129236
S 41,130133
S 21,133537
S 41,134619
S 21,137838
S 41,138652
S 21,142139
S 41,143080
S 21,146440
S 41,147267
S 21,150741
S 41,152045
S 21,155042
S 41,155846
S 21,159343
S 41,160417
S 21,163644
S 41,164993
S 21,167945
S 41,169823
S 21,172246
S 41,173150
S 21,176547
S 41,177408
S 21,180848
S 41,181727
S 21,185149
S 41,186255
S 21,189450
S 41,190281
S 21,193751
S 41,194582
S 21,198052
S 41,199216
S 21,202353
S 41,203250
S 21,206654
S 41,207663
S 21,210955
S 41,212190
S 21,215256
S 41,216917
S 21,219557
S 41,221923
S 21,223858
S 41,225003
S 21,228159
S 41,229304
S 21,232460
S 41,233223
S 21,236761
S 41,237868
S 21,241062
S 41,241870
S 21,245363
S 41,246499
S 21,249664
S 41,250551
S 21,253965
S 41,254943
S 21,258266
S 41,259094
S 21,262567
S 41,263344
S 21,266868
S 41,267947
S 21,271169
S 41,272024
S 21,275470
S 41,276286
S 21,279771
S 41,280593
S 21,284072
S 41,284860
S 21,288373
S 41,289134
S 21,292674
S 41,294293
S 21,296975
S 41,297779
S 21,301276
S 41,302198
S 21,305577
S 41,306656
S 21,309878
S 41,311053
S 21,314179
S 41,315035
S 21,318480
S 41,319530
S 21,322781
S 41,323922
S 21,327082
S 41,328121
S 21,331383
S 41,332231
S 21,335684
S 41,336530
S 21,339985
S 41,341403
S 21,344286
S 41,345451
S 21,348587
S 41,349528
S 21,352888
S 41,353745
S 21,357189
S 41,358250
S 21,361490
S 41,362593
S 21,365791
S 41,366626
S 21,370092
S 41,370968
S 21,374393
S 41,375354
S 21,378694
S 41,379737
S 21,382995
S 41,384118
S 21,387296
S 41,388236
S 21,391597
S 41,392783
S 21,395898
S 41,396762
S 42,399742
S 21,400199
S 41,401061
S 21,404500
S 41,405553
S 21,408801
S 41,410911
S 21,413102
S 41,414416
S 21,417403
S 41,418424
