Type,Latency
S 11,206
S 31,771
S 11,4507
S 31,5222
S 11,8808
S 31,9666
S 11,13109
S 31,13622
S 11,17410
S 31,18092
S 11,21711
S 31,23093
S 11,26012
S 31,27430
S 11,30313
S 31,30799
S 11,34614
S 31,35128
S 11,38915
S 31,39395
S 11,43216
S 31,43820
S 11,47517
S 31,48458
S 11,51818
S 31,52398
S 11,56119
S 31,56627
S 11,60420
S 31,60995
S 11,64721
S 31,65020
S 11,69022
S 31,69525
S 11,73323
S 31,73947
S 11,77624
S 31,78049
S 11,81925
S 11,86226
S 31,86745
S 11,90527
S 31,90932
S 11,94828
S 31,95492
S 11,99129
S 31,99649
S 11,103430
S 31,104038
S 11,107731
S 11,112032
S 31,112565
S 11,116333
S 31,116955
S 11,120634
S 31,121208
S 11,124935
S 31,125409
S 11,129236
S 31,129687
S 11,133537
S 31,134296
S 11,137838
S 31,138382
S 11,142139
S 31,142534
S 11,146440
S 31,146653
S 11,150741
S 31,151228
S 11,155042
S 31,155822
S 11,159343
S 31,159811
S 11,163644
S 31,164200
S 11,167945
S 31,168413
S 11,172246
S 31,172926
S 11,176547
S 31,177140
S 11,180848
S 31,181313
S 11,185149
S 31,185855
S 11,189450
S 31,190277
S 11,193751
S 31,194285
S 11,198052
S 31,198524
S 11,202353
S 31,203073
S 11,206654
S 31,207330
S 11,210955
S 31,211432
S 11,215256
S 31,215947
S 11,219557
S 31,219847
S 11,223858
S 31,224481
S 11,228159
S 31,228875
S 11,232460
S 31,233162
S 11,236761
S 31,237241
S 11,241062
S 31,241635
S 11,245363
S 31,245899
S 11,249664
S 31,249990
S 11,253965
S 31,254307
S 11,258266
S 31,259243
S 11,262567
S 31,263338
S 11,266868
S 31,267420
S 11,271169
S 31,271556
S 41,274949
S 11,275470
S 31,275975
S 11,279771
S 31,280327
S 11,284072
S 31,284502
S 11,288373
S 31,288795
S 11,292674
S 31,293312
S 11,296975
S 31,297306
S 11,301276
S 31,301764
S 11,305577
S 31,305913
S 11,309878
S 31,310328
S 11,314179
S 31,314583
S 11,318480
S 31,318941
S 11,322781
S 31,323372
S 11,327082
S 31,327858
S 11,331383
S 31,331764
S 11,335684
S 31,336131
S 11,339985
S 31,340724
S 11,344286
S 31,344772
S 11,348587
S 31,349047
S 11,352888
S 31,353385
S 11,357189
S 31,357784
S 11,361490
S 31,362000
S 11,365791
S 31,366405
S 11,370092
S 31,370584
S 11,374393
S 31,374963
S 11,378694
S 31,379190
S 11,382995
S 31,383518
S 11,387296
S 31,388035
