Type,Latency
S 23,206
S 43,1018
S  1,3803
S 23,4507
S 43,5131
S  1,8108
S 23,8808
S 43,9723
S  1,12409
S 23,13109
S 43,13810
S  1,16727
S 23,17410
S  1,21021
S 23,21711
S 43,22438
S  1,25312
S 23,26012
S 43,26872
S  1,29613
S 23,30313
S 43,30880
S  1,33913
S 23,34614
S 43,35326
S  1,38213
S 23,38915
S 43,39734
S  1,42516
S 23,43216
S 43,43977
S  1,46829
S 23,47517
S 43,48435
S  1,51119
S 23,51818
S 43,52600
S  1,55419
S 23,56119
S  1,56776
S 23,60420
S 43,61145
S  1,64021
S 23,64721
S  1,65573
S 23,69022
S 43,69704
S  1,72623
S 23,73323
S  1,73969
S 23,77624
S 43,78242
S  1,81224
S 23,81925
S 43,82928
S  1,85528
S 23,86226
S 43,87008
S  1,89827
S 23,90527
S 43,91346
S  1,94159
S 23,94828
S 43,95666
S  1,98429
S 23,99129
S 43,99968
S  1,102724
S 23,103430
S 43,104325
S  1,107050
S 23,107731
S 43,108492
S  1,111338
S 23,112032
S 43,112850
S  1,115633
S 23,116333
S 43,117315
S  1,119935
S 23,120634
S 43,121554
S  1,124235
S 23,124935
S 43,125707
S  1,128537
S 23,129236
S 43,129844
S  1,132837
S 23,133537
S 43,134168
S  1,137156
S 23,137838
S 43,138788
S  1,141440
S 23,142139
S 43,142989
S  1,145740
S 23,146440
S 43,147430
S  1,150041
S 23,150741
S 43,151526
S  1,154342
S 23,155042
S 43,155723
S  1,158652
S 23,159343
S 43,160316
S  1,162944
S 23,163644
S 43,164593
S  1,167246
S 23,167945
S 43,168784
S  1,171546
S 23,172246
S 43,173053
S  1,175847
S 23,176547
S 43,177503
S  1,180148
S 23,180848
S 43,181820
S  1,184447
S 23,185149
S 43,185824
S  1,188750
S 23,189450
S 43,190324
S  1,193051
S 23,193751
S 43,194511
S  1,197353
S 23,198052
S 43,198774
S  1,201653
S 23,202353
S 43,203145
S  1,205954
S 23,206654
S  1,210255
S 23,210955
S 43,211670
S  1,214555
S 23,215256
S 43,216145
S  1,218856
S 23,219557
S 43,220291
S  1,223175
S 23,223858
S 43,224799
S  1,227460
