Type,Latency
S 21,206
S 41,1241
S  1,3807
S 21,4507
S 41,6033
S  1,8108
S 21,8808
S 41,9287
S  1,12409
S 21,13109
S 41,13529
S  1,16711
S 21,17410
S 41,17886
S  1,21010
S 21,21711
S 41,22287
S  1,25312
S 21,26012
S 41,26488
S  1,29613
S 21,30313
S 41,30864
S  1,33914
S 21,34614
S 41,35414
S  1,38232
S 21,38915
S 41,40198
S  1,42516
S 21,43216
S 41,43765
S  1,46817
S 21,47517
S 41,47956
S  1,51119
S 21,51818
S 41,52487
S  1,55436
S 21,56119
S 41,57492
S  1,59720
S 21,60420
S 41,61449
S  1,64021
S 21,64721
S 41,65168
S  1,68321
S 21,69022
S 41,70066
S  1,72623
S 21,73323
S  1,76925
S 21,77624
S 41,78354
S  1,81226
S 21,81925
S 41,83342
S  1,85526
S 21,86226
S 41,87261
S  1,89844
S 21,90527
S 41,91369
S  1,94128
S 21,94828
S 41,96385
S  1,98429
S 21,99129
S 41,100270
S  1,102730
S 21,103430
S 41,103837
S  1,107031
S 21,107731
S 41,108618
S  1,111332
S 21,112032
S 41,112829
S  1,115633
S 21,116333
S 41,117325
S  1,119934
S 21,120634
S 41,121602
S  1,124235
S 21,124935
S 41,125367
S  1,128536
S 21,129236
S 41,129731
S  1,132838
S 21,133537
S 41,134056
S  1,137138
S 21,137838
S 41,138317
S  1,141439
S 21,142139
S 41,143499
S  1,145739
S 21,146440
S 41,147387
S  1,150041
S 21,150741
S 41,151672
S  1,154343
S 21,155042
S 41,155539
S  1,158642
S 21,159343
S 41,160230
S  1,162944
S 21,163644
S 41,164082
S  1,167245
S 21,167945
S 41,168349
S  1,171546
S 21,172246
S 41,172665
S  1,175847
S 21,176547
S 41,177680
S  1,180149
S 21,180848
S 41,181282
S  1,184467
S 21,185149
S 41,185525
S  1,188749
S 21,189450
S 41,189847
S  1,193051
S 21,193751
S 41,194114
S  1,197352
S 21,198052
S 41,198559
S  1,201653
S 21,202353
S 41,203380
S  1,205971
S 21,206654
S 41,207745
S  1,210255
S 21,210955
S 41,211369
S  1,214556
S 21,215256
S  1,218856
S 21,219557
S 41,220535
S  1,223158
S 21,223858
S 41,224697
S  1,227459
S 21,228159
S 41,228907
S  1,231760
S 21,232460
S 41,233505
S  1,236078
S 21,236761
S 41,237542
S  1,240363
S 21,241062
S 41,241711
S  1,244663
S 21,245363
S 41,246103
S  1,248964
S 21,249664
S 41,250501
S  1,253264
S 21,253965
S 41,254448
S  1,257567
S 21,258266
S 41,259249
S  1,261866
S 21,262567
S 41,263944
S  1,266168
S 21,266868
S 41,268043
S  1,270469
S 21,271169
S 41,271651
S  1,274770
S 21,275470
S 41,276462
S  1,279071
S 21,279771
S 41,280802
S  1,283372
S 21,284072
S 41,284866
S  1,287691
S 21,288373
S 41,289174
S  1,291973
S 21,292674
S 41,293718
S  1,296276
S 21,296975
S 41,297694
S  1,300577
S 21,301276
S 41,301792
S  1,304895
S 21,305577
S 41,306471
S  1,309178
S 21,309878
S 41,310648
S  1,313478
S 21,314179
S 41,315158
S  1,317780
S 21,318480
S 41,319230
S  1,322081
S 21,322781
S 41,323219
S  1,326382
S 21,327082
S 41,327585
S  1,330683
S 21,331383
S 41,331819
S  1,335001
S 21,335684
S 41,337028
S  1,339285
S 21,339985
S 41,340826
S  1,343586
S 21,344286
S 41,345693
S  1,347886
S 21,348587
S 41,349677
S  1,352189
S 21,352888
S 41,354617
S  1,356489
S 21,357189
S 41,358528
S  1,360789
S 21,361490
S 41,362442
S  1,365092
S 21,365791
S 41,366678
S  1,369409
S 21,370092
S 41,371699
S  1,373693
S 21,374393
S 41,374872
S  1,377994
S 21,378694
S 41,379521
S  1,382296
S 21,382995
S 41,384426
S  1,386596
S 21,387296
S 41,388335
S  1,390897
S 21,391597
S 41,392547
S  1,395198
S 21,395898
S 41,396496
S  1,399499
S 21,400199
S 41,400738
S  1,403801
S 21,404500
S 41,405594
S  1,408101
S 21,408801
S 41,409288
S  1,412403
