Type,Latency
S 21,206
S 41,1165
S 21,4507
S 41,5675
S 21,8808
S 41,9503
S 21,13109
S 41,13777
S 21,17410
S 41,18179
S 21,21711
S 41,22471
S 21,26012
S 41,26831
S 21,30313
S 41,31116
S 21,34614
S 41,35537
S 21,38915
S 41,39774
S 21,43216
S 41,43913
S 21,47517
S 41,48522
S 21,51818
S 41,52631
S 21,56119
S 41,56913
S 21,60420
S 41,61258
S 21,64721
S 41,65484
S 21,69022
S 41,69736
S 21,73323
S 41,73951
S 21,77624
S 41,78286
S 21,81925
S 41,82860
S 21,86226
S 41,86761
S 21,90527
S 41,91306
S 21,94828
S 41,95458
S 21,99129
S 41,99956
S 21,103430
S 41,104155
S 21,107731
S 41,108468
S 21,112032
S 41,112754
S 21,116333
S 41,116793
S 21,120634
S 41,121377
S 21,124935
S 41,125518
S 21,129236
S 41,129802
S 21,133537
S 41,134233
S 21,137838
S 41,138680
S 21,142139
S 41,142970
S 21,146440
S 41,147322
S 21,150741
S 41,151987
S 21,155042
S 41,155721
S 21,159343
S 41,160002
S 21,163644
S 41,164229
S 21,167945
S 41,168665
S 21,172246
S 41,172919
S 21,176547
S 41,177317
S 21,180848
S 41,181472
S 21,185149
S 41,186879
S 21,189450
S 41,191284
S 21,193751
S 41,194387
S 21,198052
S 41,199085
S 21,202353
S 41,202999
S 21,206654
S 41,207420
S 21,210955
S 41,211746
S 31,215033
S 21,215256
S 41,216119
S 21,219557
S 41,220305
S 21,223858
S 41,224797
S 21,228159
S 41,228935
S 21,232460
S 41,233165
S 21,236761
S 41,237641
S 21,241062
S 41,241672
S 21,245363
S 41,245960
S 21,249664
S 41,250321
S 21,253965
S 41,254623
S 21,258266
S 41,258994
S 21,262567
S 41,263144
S 21,266868
S 41,267495
S 21,271169
S 41,271863
S 21,275470
S 41,276471
S 21,279771
S 41,280814
S 21,284072
S 41,284913
S 21,288373
S 41,289014
S 21,292674
S 41,293374
S 21,296975
S 41,297481
S 21,301276
S 41,301745
S 21,305577
S 41,306600
S 21,309878
S 41,310619
S 21,314179
S 41,314988
S 21,318480
S 41,319108
S 21,322781
S 41,323719
S 21,327082
S 41,327695
S 21,331383
S 41,331990
S 21,335684
S 41,336300
S 21,339985
S 41,341032
S 21,344286
S 41,344771
S 21,348587
S 41,349526
S 21,352888
S 41,353613
S 21,357189
S 41,357853
S 21,361490
S 41,362437
S 21,365791
S 41,366340
S 21,370092
S 41,370683
S 21,374393
S 41,374932
S 21,378694
S 41,379435
S 21,382995
S 41,383684
S 21,387296
S 41,388004
S 21,391597
S 41,392477
S 21,395898
S 41,396625
S 21,400199
S 41,400829
S 21,404500
S 41,405984
S 21,408801
S 41,409281
S 21,413102
S 41,413924
S 21,417403
S 41,418074
S 21,421704
S 41,422238
S 21,426005
S 41,427391
