Type,Latency
S 11,206
S 31,1003
S 11,4507
S 31,5184
S 11,8808
S 31,9587
S 11,13109
S 11,17410
S 31,18252
S 11,21711
S 31,22327
S 11,26012
S 31,26829
S 11,30313
S 31,30990
S 11,34614
S 31,35225
S 11,38915
S 31,39555
S 11,43216
S 31,43939
S 11,47517
S 31,48260
S 11,51818
S 31,52839
S 11,56119
S 31,56900
S 11,60420
S 31,61327
S 11,64721
S 31,65432
S 11,69022
S 31,69585
S 11,73323
S 31,74161
S 11,77624
S 31,78590
S 11,81925
S 31,82722
S 11,86226
S 31,87051
S 11,90527
S 31,92121
S 11,94828
S 31,95629
S 11,99129
S 31,100027
S 11,103430
S 31,104185
S 11,107731
S 31,108403
S 11,112032
S 31,112603
S 11,116333
S 31,116899
S 11,120634
S 31,121244
S 11,124935
S 31,125742
S 11,129236
S 31,129922
S 11,133537
S 31,134388
S 11,137838
S 31,138512
S 11,142139
S 31,142679
S 11,146440
S 31,146970
S 11,150741
S 31,151418
S 11,155042
S 31,155766
S 11,159343
S 31,159778
S 11,163644
S 31,164288
S 11,167945
S 31,168599
S 11,172246
S 31,172910
S 11,176547
S 31,177185
S 31,180806
S 11,180848
S 11,185149
S 31,185613
S 11,189450
S 31,189988
S 11,193751
S 31,194604
S 11,198052
S 31,198581
S 11,202353
S 31,202888
S 11,206654
S 31,207101
S 11,210955
S 31,211605
S 11,215256
S 31,216076
S 11,219557
S 31,220030
S 11,223858
S 31,224678
S 11,228159
S 31,228742
S 11,232460
S 31,233226
S 11,236761
S 31,237304
S 11,241062
S 31,241621
S 11,245363
S 31,245789
S 11,249664
S 31,250327
