Type,Latency
S 22,206
S 42,1107
S 22,4507
S 42,5800
S 22,8808
S 42,10654
S 22,13109
S 42,14490
S 22,17410
S 22,21711
S 42,23117
S 22,26012
S 42,27153
S 22,30313
S 42,31831
S 22,34614
S 42,35698
S 22,38915
S 42,40086
S 22,43216
S 22,47517
S 42,48834
S 22,51818
S 42,52903
S 22,56119
S 42,57128
S 22,60420
S 42,61464
S 22,64721
S 42,66071
S 22,69022
S 42,69981
S 22,73323
S 42,74466
S 22,77624
S 42,78680
S 22,81925
S 42,83003
S 22,86226
S 42,87151
S 22,90527
S 42,91723
S 22,94828
S 42,95710
S 22,99129
S 22,103430
S 42,104569
S 22,107731
S 42,110159
S 22,112032
S 42,113057
S 22,116333
S 22,120634
S 42,122008
S 22,124935
S 42,126019
S 22,129236
S 22,133537
S 42,134702
S 22,137838
S 42,138832
S 22,142139
S 42,143836
S 22,146440
S 42,147813
S 22,150741
S 42,152066
S 22,155042
S 42,156030
S 22,159343
S 22,163644
S 42,164635
S 22,167945
S 42,169367
S 22,172246
S 42,173748
S 22,176547
S 42,178103
S 22,180848
S 42,182289
S 22,185149
S 42,185965
S 22,189450
S 42,190571
S 22,193751
S 42,194626
S 22,198052
S 42,199219
S 22,202353
S 42,203227
S 22,206654
S 42,207665
S 22,210955
S 42,212453
S 22,215256
S 42,216782
S 22,219557
S 42,220818
S 22,223858
S 42,225284
S 22,228159
S 42,229202
S 22,232460
S 42,233426
S 22,236761
S 42,237724
S 22,241062
S 42,241917
S 22,245363
S 42,246670
S 22,249664
S 42,250526
S 22,253965
S 42,254929
S 22,258266
S 42,259454
S 22,262567
S 42,263743
S 22,266868
S 42,267660
S 22,271169
S 42,272629
S 22,275470
S 42,276477
S 22,279771
S 42,280526
S 22,284072
S 42,286363
S 22,288373
S 42,289612
S 22,292674
S 42,295324
S 22,296975
S 42,298775
S 22,301276
S 42,302978
S 22,305577
S 42,307191
S 22,309878
S 42,310846
S 22,314179
S 42,315077
S 22,318480
S 42,318871
S 22,322781
S 42,324128
S 22,327082
S 42,328097
S 22,331383
S 42,332488
S 22,335684
S 42,336908
S 22,339985
S 42,341401
S 22,344286
S 42,345560
S 22,348587
S 42,349559
S 22,352888
S 42,353927
S 22,357189
S 42,358120
S 22,361490
S 42,364609
S 22,365791
S 42,366710
S 22,370092
S 42,371006
S 22,374393
S 42,375328
S 22,378694
S 42,379553
S 22,382995
S 42,383746
S 22,387296
S 42,388109
S 22,391597
S 42,392909
