Type,Latency
S 22,206
S 42,1205
S 22,4507
S 42,5901
S 22,8808
S 42,9917
S 22,13109
S 42,14154
S 22,17410
S 42,18504
S 22,21711
S 42,23087
S 22,26012
S 42,27016
S 22,30313
S 42,31931
S 22,34614
S 42,35533
S 22,38915
S 42,40050
S 22,43216
S 42,45475
S 22,47517
S 42,49273
S 22,51818
S 42,52766
S 22,56119
S 42,58027
S 22,60420
S 42,62211
S 22,64721
S 42,65768
S 22,69022
S 42,70312
S 22,73323
S 42,74315
S 22,77624
S 42,78495
S 22,81925
S 42,83064
S 22,86226
S 22,90527
S 22,94828
S 22,99129
S 42,100530
S 22,103430
S 22,107731
S 22,112032
S 22,116333
S 42,118383
S 22,120634
S 22,124935
S 22,129236
S 22,133537
S 22,137838
S 22,142139
S 22,146440
S 22,150741
S 22,155042
S 22,159343
S 22,163644
S 42,164676
S 22,167945
S 22,172246
S 42,173255
S 22,176547
S 42,177431
S 22,180848
S 42,181681
S 22,185149
S 42,186059
S 22,189450
S 42,191162
S 22,193751
S 22,198052
S 42,198763
S 22,202353
S 42,204379
S 22,206654
S 42,207736
S 22,210955
S 42,213255
S 22,215256
S 22,219557
S 22,223858
S 42,225051
S 22,228159
S 42,229504
S 22,232460
S 42,233622
S 22,236761
S 42,237712
S 22,241062
S 22,245363
S 22,249664
S 22,253965
S 42,255253
S 22,258266
S 42,259542
S 22,262567
S 42,263736
S 22,266868
S 22,271169
S 42,272208
S 22,275470
S 42,276314
S 22,279771
S 42,280656
S 22,284072
S 42,285400
S 22,288373
S 42,289213
S 22,292674
S 42,294238
S 22,296975
S 42,297886
S 22,301276
S 42,302677
S 22,305577
S 42,306704
S 22,309878
S 42,311426
S 22,314179
S 42,314935
S 22,318480
S 42,319332
S 22,322781
S 42,324044
S 22,327082
S 42,328089
S 22,331383
S 42,332227
S 22,335684
S 42,336819
S 22,339985
S 42,341031
S 22,344286
S 42,345203
S 22,348587
S 42,349482
S 22,352888
S 42,353905
S 22,357189
S 42,358064
S 22,361490
S 42,362394
S 22,365791
S 42,366884
S 22,370092
S 42,371098
S 22,374393
S 42,375325
S 22,378694
S 42,379546
S 22,382995
S 42,384213
S 22,387296
S 42,388361
