Type,Latency
S 21,206
S 41,918
S 21,4507
S 41,5254
S 21,8808
S 41,9789
S 21,13109
S 41,13881
S 21,17410
S 41,18369
S 21,21711
S 41,22618
S 21,26012
S 41,26872
S 21,30313
S 41,31050
S 21,34614
S 41,35860
S 21,38915
S 41,39799
S 21,43216
S 41,43970
S 21,47517
S 41,48681
S 21,51818
S 41,52818
S 21,56119
S 41,56857
S 21,60420
S 41,61319
S 21,64721
S 41,65500
S 21,69022
S 41,69881
S 21,73323
S 41,74297
S 21,77624
S 41,78116
S 21,81925
S 41,82820
S 21,86226
S 41,87305
S 21,90527
S 41,91380
S 21,94828
S 41,95728
S 21,99129
S 41,99822
S 21,103430
S 41,104293
S 21,107731
S 41,108515
S 21,112032
S 41,112912
S 21,116333
S 41,117217
S 21,120634
S 41,121524
S 21,124935
S 41,125673
S 21,129236
S 41,130047
S 21,133537
S 41,134274
S 21,137838
S 41,138673
S 21,142139
S 41,142753
S 21,146440
S 41,147173
S 21,150741
S 41,151534
S 21,155042
S 41,155914
S 21,159343
S 41,159992
S 21,163644
S 41,164380
S 21,167945
S 41,168865
S 21,172246
S 41,173251
S 21,176547
S 41,177447
S 21,180848
S 41,181519
S 21,185149
S 41,185770
S 21,189450
S 41,190250
S 21,193751
S 41,194625
S 21,198052
S 41,198864
S 21,202353
S 41,203075
S 21,206654
S 41,208144
S 21,210955
Battery Low,211497
S 41,211971
S 21,215256
S 41,216426
S 21,219557
S 41,220375
S 21,223858
S 41,224484
S 21,228159
S 41,229096
S 21,232460
S 41,233130
S 21,236761
S 41,237611
S 21,241062
S 41,242049
S 21,245363
S 41,246102
S 21,249664
S 41,250480
S 21,253965
S 41,254784
S 21,258266
S 41,259084
S 21,262567
S 41,263518
S 21,266868
S 41,267768
S 21,271169
S 41,271879
S 21,275470
S 41,276353
S 21,279771
S 41,280709
S 21,284072
S 41,285006
S 21,288373
S 41,289128
S 21,292674
S 41,293475
S 21,296975
S 41,297752
S 21,301276
S 41,302015
S 21,305577
S 41,307230
S 21,309878
S 41,310581
S 21,314179
S 41,314917
S 21,318480
S 41,319523
S 21,322781
S 41,323577
S 21,327082
S 41,327888
S 21,331383
S 41,332064
S 21,335684
S 41,336495
S 21,339985
S 41,341224
S 21,344286
S 41,345052
S 21,348587
S 41,349539
S 21,352888
S 41,353836
S 21,357189
S 41,358102
S 21,361490
S 41,362172
S 21,365791
S 41,366533
S 21,370092
S 41,370961
S 21,374393
S 41,375373
S 21,378694
S 41,380104
S 21,382995
S 41,384110
S 21,387296
S 41,388136
S 21,391597
S 41,392659
S 21,395898
S 41,396694
S 21,400199
S 41,401155
S 21,404500
S 41,405369
S 21,408801
S 41,409539
S 21,413102
S 41,413793
S 21,417403
S 41,418345
S 21,421704
S 41,422492
S 21,426005
S 41,427389
S 21,430306
S 41,431525
S 21,434607
S 41,435574
