Type,Latency
S 11,206
S 31,1440
S 11,4507
S 31,5301
S 11,8808
S 31,9772
S 11,13109
S 31,13974
S 11,17410
S 31,17997
S 11,21711
S 31,22500
S 11,26012
S 31,27268
S 11,30313
S 31,31128
S 11,34614
S 31,35641
S 11,38915
S 31,39569
S 11,43216
S 31,43979
S 11,47517
S 31,48216
S 11,51818
S 31,52559
S 11,56119
S 31,57700
S 11,60420
S 31,61357
S 11,64721
S 31,65881
S 11,69022
S 31,69641
S 11,73323
S 31,74064
S 11,77624
S 31,78093
S 11,81925
S 31,82934
S 11,86226
S 31,86968
S 11,90527
S 31,91470
S 11,94828
S 31,95845
S 11,99129
S 31,99758
S 11,103430
S 31,104052
S 11,107731
S 31,108708
S 11,112032
S 31,112727
S 11,116333
S 31,116903
S 11,120634
S 31,121697
S 11,124935
S 31,125596
S 11,129236
S 31,130024
S 11,133537
S 31,134605
S 11,137838
S 31,138759
S 11,142139
S 31,143178
S 11,146440
S 31,147028
S 11,150741
S 31,151986
S 11,155042
S 31,156033
S 11,159343
S 31,160707
S 11,163644
S 31,164553
S 11,167945
S 31,168590
S 11,172246
S 31,173029
S 11,176547
S 31,177523
S 11,180848
S 31,181592
S 11,185149
S 31,185729
S 11,189450
S 31,190220
S 11,193751
S 31,195151
S 11,198052
S 31,198809
S 11,202353
S 31,203860
S 11,206654
S 31,207254
S 11,210955
S 31,212189
S 11,215256
S 11,219557
S 31,220376
S 11,223858
S 31,225136
S 11,228159
S 31,229349
S 11,232460
S 31,233412
S 11,236761
S 31,237495
S 11,241062
S 31,241766
S 11,245363
S 31,246206
S 11,249664
S 31,250496
S 11,253965
S 31,254603
S 11,258266
S 31,259001
S 11,262567
S 31,263386
S 11,266868
S 31,267684
S 11,271169
S 31,271927
S 11,275470
S 31,276122
S 11,279771
S 31,280370
S 11,284072
S 31,285399
S 11,288373
S 31,288956
S 11,292674
S 31,293460
S 11,296975
S 31,297987
S 11,301276
S 31,301803
S 11,305577
S 31,306546
S 11,309878
S 31,310431
S 11,314179
S 31,314984
S 11,318480
S 31,319220
S 11,322781
S 31,323882
S 11,327082
S 31,327994
S 11,331383
S 31,331971
S 11,335684
S 31,336325
S 11,339985
S 31,340778
S 11,344286
S 31,345280
S 31,348402
S 11,348587
S 11,352888
S 31,353625
S 11,357189
S 31,357896
S 11,361490
S 31,363727
S 11,365791
S 31,366498
S 11,370092
S 31,370733
S 11,374393
S 31,374560
S 42,378062
