Type,Latency
S 22,206
S 22,4507
S 42,5507
S 22,8808
S 42,9642
S 22,13109
S 42,13992
S 22,17410
S 42,18153
S 22,21711
S 42,22613
S 22,26012
S 42,26776
S 22,30313
S 42,31138
S 22,34614
S 42,35481
S 22,38915
S 42,39812
S 22,43216
S 42,44086
S 22,47517
S 42,48974
S 22,51818
S 42,53074
S 22,56119
S 42,57026
S 22,60420
S 42,61475
S 22,64721
S 42,66488
S 22,69022
S 42,69865
S 41,72696
S 22,73323
S 42,74287
S 22,77624
S 42,78721
S 22,81925
S 42,82928
S 22,86226
S 42,87396
S 22,90527
S 22,94828
S 42,95829
S 22,99129
S 42,100320
S 22,103430
S 22,107731
S 42,108710
S 22,112032
S 42,113328
S 22,116333
S 42,117847
S 22,120634
S 42,121545
S 22,124935
S 42,125956
S 22,129236
S 22,133537
S 42,134692
S 22,137838
S 22,142139
S 42,143555
S 22,146440
S 42,147722
S 22,150741
S 22,155042
S 42,155875
S 22,159343
S 42,160611
S 22,163644
S 42,164538
S 22,167945
S 42,168901
S 22,172246
S 42,173188
S 22,176547
S 42,177436
S 22,180848
S 42,181709
S 22,185149
S 42,185799
S 22,189450
S 42,190406
S 22,193751
S 42,194535
S 22,198052
S 42,199162
S 22,202353
S 42,203099
S 22,206654
S 42,207223
S 22,210955
S 42,211583
S 22,215256
S 42,216271
S 22,219557
S 42,220799
S 22,223858
S 42,225939
S 22,228159
S 42,229205
S 22,232460
S 42,233050
S 22,236761
S 42,237589
S 22,241062
S 42,242367
S 22,245363
S 42,247332
S 22,249664
S 42,250666
S 22,253965
S 42,254517
S 22,258266
S 42,259477
S 22,262567
S 42,263566
S 22,266868
S 42,267903
S 22,271169
S 42,272211
S 22,275470
S 42,276328
S 22,279771
S 42,280524
S 22,284072
S 42,284621
S 22,288373
S 42,289034
S 22,292674
S 42,293574
S 22,296975
S 42,297938
S 22,301276
S 42,302086
S 22,305577
S 42,305951
S 22,309878
S 42,310876
S 22,314179
S 42,315168
S 22,318480
S 42,319995
S 22,322781
S 42,323867
S 22,327082
S 42,328449
S 22,331383
S 42,332395
S 22,335684
S 42,336727
S 22,339985
S 42,341052
S 22,344286
S 42,345392
S 22,348587
S 42,349620
S 22,352888
S 42,353911
S 22,357189
S 42,358626
