Type,Latency
S 21,206
S 41,1109
S 21,4507
S 21,8808
S 41,9351
S 21,13109
S 41,14028
S 21,17410
S 41,18267
S 21,21711
S 41,22389
S 21,26012
S 41,26631
S 21,30313
S 41,30954
S 21,34614
S 41,35450
S 21,38915
S 41,39652
S 21,43216
S 41,43683
S 21,47517
S 41,48118
S 21,51818
S 41,52488
S 21,56119
S 21,60420
S 41,61286
S 21,64721
S 41,65985
S 41,68545
S 21,69022
S 21,73323
S 41,74199
S 21,77624
S 41,78630
S 21,81925
S 41,82721
S 21,86226
S 21,90527
S 21,94828
S 21,99129
S 41,100284
S 21,103430
S 21,107731
S 41,108569
S 21,112032
S 41,112753
S 21,116333
S 41,117493
S 21,120634
S 21,124935
S 41,126116
S 21,129236
S 41,130436
S 21,133537
S 21,137838
S 41,138589
S 21,142139
S 41,143321
S 21,146440
S 41,147986
S 21,150741
S 41,151643
S 21,155042
S 41,156515
S 21,159343
S 41,160287
S 21,163644
S 41,164724
S 21,167945
S 41,168950
S 21,172246
S 41,173121
S 21,176547
S 41,177864
S 21,180848
S 41,181469
S 21,185149
S 41,186554
S 21,189450
S 41,190298
S 21,193751
S 41,194822
S 21,198052
S 41,198806
S 21,202353
S 41,203181
S 21,206654
S 41,207390
S 21,210955
S 41,211832
S 21,215256
S 41,216076
S 21,219557
S 41,221595
S 21,223858
S 21,228159
S 41,229115
S 21,232460
S 41,232973
S 21,236761
S 41,238146
S 21,241062
S 41,241765
S 21,245363
S 41,246162
S 21,249664
S 41,250505
S 21,253965
S 41,254794
S 21,258266
S 41,258951
S 21,262567
S 41,263306
S 21,266868
S 41,267585
S 21,271169
S 41,271888
S 21,275470
S 41,276533
S 21,279771
S 41,281440
S 21,284072
S 41,284764
S 21,288373
S 41,289310
S 21,292674
S 41,293418
S 21,296975
S 41,297580
S 21,301276
S 41,302040
S 21,305577
S 41,306458
S 21,309878
S 41,311279
S 21,314179
S 41,315572
S 21,318480
S 41,319362
S 21,322781
S 41,323514
S 21,327082
S 41,328053
S 21,331383
S 41,332344
S 21,335684
S 21,339985
S 41,340703
S 21,344286
S 41,345796
S 21,348587
S 41,349421
S 21,352888
S 41,353087
S 21,357189
S 41,357941
S 21,361490
S 41,362260
S 21,365791
S 41,366540
S 21,370092
S 41,371324
S 21,374393
S 41,375363
S 21,378694
S 41,380667
S 21,382995
S 41,384052
S 21,387296
S 21,391597
S 41,392431
S 21,395898
S 41,397783
S 21,400199
S 41,401080
S 21,404500
