Type,Latency
S 21,206
S 41,787
S 21,4507
S 41,5880
S 21,8808
S 41,9722
S 21,13109
S 41,13870
S 21,17410
S 41,18278
S 21,21711
S 21,26012
S 41,26987
S 21,30313
S 41,31837
S 21,34614
S 41,35452
S 21,38915
S 41,39703
S 21,43216
S 41,44216
S 21,47517
S 21,51818
S 41,53035
S 21,56119
S 41,57129
S 21,60420
S 41,61672
S 21,64721
S 41,65611
S 21,69022
S 41,69928
S 21,73323
S 41,74325
S 21,77624
S 41,78404
S 21,81925
S 41,82999
S 21,86226
S 41,86903
S 21,90527
S 41,92128
S 21,94828
S 41,95851
S 21,99129
S 41,100116
S 21,103430
S 41,104552
S 21,107731
S 41,109307
S 21,112032
S 41,113303
S 41,116226
S 21,116333
S 21,120634
S 41,121953
S 41,124414
S 21,124935
S 41,126025
S 21,129236
S 41,130383
S 21,133537
S 41,134535
S 21,137838
S 41,139583
S 21,142139
S 21,146440
S 41,147766
S 21,150741
S 41,151522
S 21,155042
S 41,155909
S 21,159343
S 41,160131
S 21,163644
S 41,164628
S 21,167945
S 41,168797
S 21,172246
S 41,173085
S 21,176547
S 41,177392
S 21,180848
S 41,181791
S 21,185149
S 41,186182
S 21,189450
S 41,190242
S 21,193751
S 41,194625
S 21,198052
S 41,198902
S 21,202353
S 41,203356
S 21,206654
S 41,207522
S 21,210955
S 41,212416
S 21,215256
S 41,216069
S 21,219557
S 41,220510
S 21,223858
S 41,224382
S 21,228159
S 41,229456
S 21,232460
S 41,233359
S 21,236761
S 41,237938
S 21,241062
S 41,241891
S 21,245363
S 41,246252
S 21,249664
S 41,250531
S 21,253965
S 41,255735
S 21,258266
S 41,259244
S 21,262567
S 41,263390
S 21,266868
S 41,267769
S 21,271169
S 41,272058
S 21,275470
S 41,276604
S 21,279771
S 41,280755
S 21,284072
S 41,285059
S 21,288373
S 41,289296
S 21,292674
S 41,293806
S 21,296975
S 41,298442
S 21,301276
S 41,302264
S 21,305577
S 41,306891
S 21,309878
S 41,310941
S 21,314179
S 41,315123
S 21,318480
S 41,319458
S 21,322781
S 41,323493
S 21,327082
S 41,327817
S 21,331383
S 41,332333
S 21,335684
S 41,336491
S 21,339985
S 41,341021
S 21,344286
S 41,345253
S 21,348587
S 41,349612
S 21,352888
S 41,354091
S 21,357189
S 41,358176
S 21,361490
S 41,362845
S 21,365791
S 41,367119
S 21,370092
S 41,371272
S 21,374393
S 41,375417
S 21,378694
S 41,380175
S 41,382455
S 21,382995
S 21,387296
S 41,387908
S 21,391597
S 41,392626
S 21,395898
S 41,396851
S 21,400199
S 41,401309
S 21,404500
S 41,408661
S 21,408801
