Type,Latency
S 22,206
S 42,838
S 22,4507
S 42,5334
S 22,8808
S 42,9453
S 22,13109
S 42,13899
S 22,17410
S 42,18334
S 22,21711
S 42,22527
S 22,26012
S 22,30313
S 42,31169
S 22,34614
S 42,35366
S 22,38915
S 42,39606
S 22,43216
S 42,43959
S 22,47517
S 42,48244
S 42,51641
S 22,51818
S 22,56119
S 22,60420
S 42,61059
S 22,64721
S 22,69022
S 42,69927
S 22,73323
S 42,74026
S 22,77624
S 22,81925
S 42,82593
S 22,86226
S 42,86943
S 22,90527
S 42,91177
S 22,94828
S 42,95580
S 22,99129
S 22,103430
S 42,104081
S 22,107731
S 42,108394
S 22,112032
S 42,112872
S 22,116333
S 42,117473
S 22,120634
S 22,124935
S 22,129236
S 42,129994
S 22,133537
S 42,134217
S 22,137838
S 42,138542
S 22,142139
S 42,142803
S 22,146440
S 42,147306
S 22,150741
S 42,151635
S 22,155042
S 42,155766
S 22,159343
S 42,160433
S 22,163644
S 42,164404
S 22,167945
S 42,168605
S 22,172246
S 42,173073
S 22,176547
S 42,177308
S 22,180848
S 42,181594
S 22,185149
S 42,185785
S 22,189450
S 22,193751
S 42,194350
S 22,198052
S 42,198771
S 22,202353
S 42,203391
S 22,206654
S 42,207398
S 22,210955
S 42,211598
S 22,215256
S 42,216247
S 22,219557
S 42,220231
S 22,223858
S 42,224898
S 22,228159
S 42,229082
S 22,232460
S 42,233224
S 22,236761
S 42,237426
S 22,241062
S 42,241817
S 22,245363
S 42,246009
S 22,249664
S 42,250552
S 22,253965
S 42,255115
S 22,258266
S 42,259124
S 22,262567
S 42,263333
S 41,266230
S 22,266868
S 42,267765
S 22,271169
S 42,271874
S 22,275470
S 42,275537
S 22,279771
S 42,280542
S 22,284072
S 42,284726
S 22,288373
S 42,289058
S 22,292674
S 42,293505
S 22,296975
S 42,297913
S 22,301276
S 42,302112
S 22,305577
S 42,306462
S 22,309878
S 42,310760
S 22,314179
S 42,314902
S 22,318480
S 42,319429
S 22,322781
S 42,323441
S 22,327082
S 42,327859
S 22,331383
S 42,332094
S 22,335684
S 42,336312
S 22,339985
S 42,340702
