Type,Latency
S 11,206
S 31,973
S 11,4507
S 31,5261
S 11,8808
S 31,9352
S 11,13109
S 31,13726
S 11,17410
S 31,18107
S 11,21711
S 31,22375
S 11,26012
S 31,26717
S 11,30313
S 31,30978
S 11,34614
S 31,35377
S 11,38915
S 31,39412
S 11,43216
S 31,43821
S 11,47517
S 31,48305
S 11,51818
S 31,52532
S 11,56119
S 31,56713
S 11,60420
S 31,61832
S 11,64721
S 11,69022
S 31,69727
S 11,73323
S 31,74007
S 11,77624
S 31,78416
S 11,81925
S 31,82613
S 11,86226
S 31,86954
S 11,90527
S 31,91441
S 11,94828
S 31,95708
S 11,99129
S 31,100014
S 42,102853
S 11,103430
S 31,104043
S 11,107731
S 11,112032
S 31,112852
S 11,116333
S 31,117149
S 11,120634
S 31,121421
S 11,124935
S 31,125772
S 11,129236
S 31,129928
S 11,133537
S 31,134270
S 11,137838
S 31,138493
S 11,142139
S 31,142747
S 11,146440
S 31,146964
S 11,150741
S 31,151462
S 11,155042
S 31,155662
S 11,159343
S 31,160161
S 11,163644
S 31,164205
S 11,167945
S 31,168736
S 11,172246
S 31,172878
S 11,176547
S 31,177153
S 11,180848
S 11,185149
S 31,185757
S 11,189450
S 31,191108
