Type,Latency
S 42,141
S 22,206
S 22,4507
S 42,5665
S 22,8808
S 42,9592
S 22,13109
S 42,14227
S 22,17410
S 42,18396
S 22,21711
S 42,22516
S 22,26012
S 42,27691
S 22,30313
S 42,31369
S 22,34614
S 22,38915
S 22,43216
S 22,47517
S 42,48299
S 22,51818
S 22,56119
S 42,56961
S 22,60420
S 42,62136
S 22,64721
S 22,69022
S 42,69683
S 22,73323
S 42,74364
S 22,77624
S 42,78324
S 22,81925
S 42,82245
S 22,86226
S 42,87023
S 22,90527
S 42,91711
S 22,94828
S 42,95997
S 22,99129
S 42,100365
S 22,103430
S 42,104377
S 22,107731
S 42,108772
S 22,112032
S 42,112710
S 22,116333
S 42,117682
S 22,120634
S 42,121358
S 22,124935
S 42,126112
S 22,129236
S 42,130002
S 22,133537
S 42,134934
S 22,137838
S 42,138669
S 22,142139
S 42,144124
S 22,146440
S 42,147144
S 22,150741
S 42,151632
S 22,155042
S 42,155795
S 22,159343
S 42,159967
S 22,163644
S 42,164421
S 22,167945
S 42,169731
S 22,172246
S 42,173094
S 22,176547
S 42,177710
S 22,180848
S 42,181680
S 22,185149
S 42,186112
S 22,189450
S 42,190549
S 22,193751
S 42,194590
S 22,198052
S 42,198858
S 22,202353
S 42,203097
S 22,206654
S 42,208307
S 22,210955
S 42,211999
S 22,215256
S 42,216151
S 22,219557
S 42,220634
S 22,223858
S 42,224756
S 22,228159
S 42,228983
S 22,232460
S 42,233429
S 22,236761
S 42,237658
S 22,241062
S 42,241740
S 22,245363
S 42,246145
S 22,249664
S 42,250366
S 22,253965
S 42,254835
S 22,258266
S 42,259157
S 22,262567
S 42,263305
S 22,266868
S 42,267780
S 22,271169
S 42,272934
S 22,275470
S 42,276338
S 22,279771
S 42,280474
S 22,284072
S 42,284808
S 22,288373
S 42,289227
S 22,292674
S 42,293397
S 22,296975
S 42,297678
S 22,301276
S 42,301901
S 22,305577
S 42,306521
S 22,309878
S 42,311195
S 22,314179
S 42,315349
S 22,318480
S 22,322781
S 42,323442
S 22,327082
S 42,327729
S 22,331383
S 22,335684
S 22,339985
S 42,341201
