Type,Latency
S 11,206
S 31,887
S 11,4507
S 11,8808
S 11,13109
S 31,13665
S 11,17410
S 31,17588
S 42,21057
S 11,21711
S 41,25364
S 31,25991
S 11,26012
S 11,30313
S 31,30467
S 11,34614
S 31,35315
S 11,38915
S 31,39478
S 11,43216
S 31,43820
S 11,47517
S 31,48089
S 11,51818
S 31,52720
S 11,56119
S 31,56926
S 11,60420
S 31,61074
S 11,64721
S 31,65318
S 11,69022
S 31,69895
S 11,73323
S 31,73987
S 11,77624
S 31,79520
S 11,81925
S 31,82747
S 11,86226
S 31,87194
S 11,90527
S 31,91167
S 11,94828
S 31,95465
S 11,99129
S 31,99737
S 11,103430
S 31,104212
S 11,107731
S 31,108480
S 11,112032
S 11,116333
S 31,117330
S 11,120634
S 31,121441
S 11,124935
S 31,125753
S 11,129236
S 31,130232
S 11,133537
S 31,134232
S 11,137838
S 31,138708
S 11,142139
S 31,142837
S 11,146440
S 31,147065
S 11,150741
S 31,151439
S 11,155042
S 31,155397
S 11,159343
S 31,160280
S 11,163644
S 31,164614
S 11,167945
S 31,168951
S 11,172246
S 11,176547
S 31,177368
S 11,180848
S 31,181952
S 11,185149
S 31,185917
S 11,189450
S 31,190436
S 11,193751
S 31,194455
S 11,198052
S 31,198764
S 11,202353
S 31,203213
S 11,206654
S 31,207812
S 11,210955
S 31,211768
S 11,215256
S 31,216364
S 11,219557
S 31,220542
S 11,223858
S 31,224925
S 11,228159
S 31,228817
S 11,232460
S 31,233158
S 11,236761
S 31,237787
S 11,241062
S 31,242301
S 11,245363
S 31,245833
S 11,249664
S 31,250435
S 11,253965
S 31,254659
S 11,258266
S 31,258931
S 11,262567
S 31,263343
S 11,266868
S 31,267560
S 11,271169
S 31,271863
S 11,275470
S 31,276062
S 11,279771
S 31,280421
S 11,284072
S 31,285544
S 11,288373
S 31,289001
S 11,292674
S 31,293355
S 11,296975
S 31,297871
S 11,301276
S 31,301749
S 11,305577
S 31,306451
S 11,309878
S 31,310516
S 11,314179
S 31,314839
S 11,318480
S 31,319202
S 11,322781
S 31,323472
S 11,327082
S 31,327682
S 11,331383
S 31,332333
S 11,335684
S 31,336646
S 11,339985
S 31,340853
S 11,344286
S 31,345289
S 11,348587
S 31,349313
S 11,352888
S 31,353833
S 11,357189
S 31,358849
S 11,361490
S 31,362333
S 11,365791
S 31,366566
S 11,370092
S 31,370933
S 11,374393
S 31,375528
S 11,378694
S 31,379511
S 11,382995
S 31,383802
S 11,387296
S 31,388044
