Type,Latency
S 11,206
S 31,1145
S 11,4507
S 31,5087
S 11,8808
S 31,9757
S 11,13109
S 31,13611
S 11,17410
S 31,18301
S 11,21711
S 31,22388
S 11,26012
S 31,26052
S 11,30313
S 31,31370
S 11,34614
S 31,35439
S 11,38915
S 31,39538
S 11,43216
S 31,44000
S 11,47517
S 31,48286
S 11,51818
S 31,52285
S 11,56119
S 31,56677
S 11,60420
S 31,61225
S 11,64721
S 31,65462
S 11,69022
S 31,69827
S 11,73323
S 31,74207
S 11,77624
S 31,78290
S 11,81925
S 31,82830
S 11,86226
S 31,87054
S 11,90527
S 31,91271
S 11,94828
S 31,95538
S 11,99129
S 31,100071
S 11,103430
S 31,104471
S 11,107731
S 31,108184
S 11,112032
S 31,112522
S 11,116333
S 31,116959
S 11,120634
S 31,121859
S 11,124935
S 31,125804
S 11,129236
S 31,130447
S 11,133537
S 31,134203
S 11,137838
S 11,142139
S 31,142792
S 11,146440
S 31,147650
S 11,150741
S 31,151534
S 11,155042
S 31,155619
S 11,159343
S 31,160742
S 11,163644
S 31,164219
S 11,167945
S 31,169158
S 11,172246
S 31,173557
S 11,176547
S 31,177547
S 11,180848
S 31,181718
S 11,185149
S 31,186510
S 11,189450
S 31,190754
S 11,193751
S 31,194789
S 11,198052
S 31,199560
S 11,202353
S 31,203919
S 11,206654
S 31,207851
S 11,210955
S 31,212538
S 11,215256
S 31,216418
S 11,219557
S 31,220237
S 11,223858
S 31,224614
S 11,228159
S 11,232460
S 31,233764
S 11,236761
S 31,238100
S 11,241062
S 31,242365
S 11,245363
S 31,246847
S 11,249664
S 31,251542
S 11,253965
S 31,255758
S 11,258266
S 31,258946
S 11,262567
S 31,263204
S 11,266868
S 31,267379
S 11,271169
S 31,272348
S 11,275470
S 31,276195
S 11,279771
S 31,280793
S 11,284072
S 31,285523
S 11,288373
S 31,289137
S 11,292674
S 11,296975
S 31,298445
S 11,301276
S 31,302751
S 11,305577
S 31,307039
S 11,309878
S 31,311318
S 11,314179
S 31,315427
S 11,318480
S 31,319683
S 11,322781
S 31,323572
S 11,327082
S 31,327987
S 11,331383
S 31,333204
S 11,335684
S 31,336328
S 11,339985
S 31,341214
S 11,344286
S 31,345710
S 11,348587
S 31,350373
S 11,352888
S 31,354524
S 11,357189
S 31,358739
S 11,361490
S 31,362653
S 11,365791
S 31,366331
S 11,370092
S 31,371543
S 11,374393
S 31,375645
