Type,Latency
S 22,206
S 42,1703
S 41,4109
S 22,4507
S 42,5554
S 22,8808
S 42,9628
S 22,13109
S 42,14111
S 22,17410
S 42,17500
S 22,21711
S 42,22540
S 22,26012
S 42,26941
S 22,30313
S 42,31183
S 22,34614
S 42,35508
S 22,38915
S 42,40292
S 22,43216
S 42,44192
S 22,47517
S 42,48916
S 22,51818
S 42,52893
S 22,56119
S 42,57010
S 22,60420
S 42,61514
S 22,64721
S 42,65649
S 22,69022
S 42,69909
S 22,73323
S 42,74514
S 22,77624
S 42,78344
S 22,81925
S 42,82924
S 22,86226
S 42,87049
S 22,90527
S 42,91288
S 22,94828
S 42,95666
S 22,99129
S 42,99814
S 22,103430
S 22,107731
S 42,108639
S 22,112032
S 42,112833
S 22,116333
S 22,120634
S 22,124935
S 42,125862
S 22,129236
S 42,130392
S 22,133537
S 42,134891
S 22,137838
S 42,138746
S 22,142139
S 42,143886
S 22,146440
S 22,150741
S 42,151511
S 22,155042
S 42,155984
S 22,159343
S 42,160227
S 22,163644
S 42,164540
S 22,167945
S 22,172246
S 42,172981
S 22,176547
S 42,177421
S 22,180848
S 42,181625
S 22,185149
S 42,186070
S 22,189450
S 42,190244
S 22,193751
S 42,194491
S 22,198052
S 42,199258
S 22,202353
S 42,203329
S 22,206654
S 42,207619
S 22,210955
S 42,211810
S 22,215256
S 42,216055
S 22,219557
S 42,220605
S 22,223858
S 42,225776
S 22,228159
S 42,229552
S 22,232460
S 42,233994
S 22,236761
S 42,237781
S 22,241062
S 42,241935
S 22,245363
S 42,246284
S 22,249664
S 42,250519
S 22,253965
S 42,254957
S 22,258266
S 42,259050
S 22,262567
S 42,263493
S 22,266868
S 42,267914
S 22,271169
S 42,271988
S 22,275470
S 42,276848
S 22,279771
S 42,280669
S 22,284072
S 42,285277
S 22,288373
S 42,289326
S 22,292674
S 42,293176
S 22,296975
S 42,298086
S 22,301276
S 42,302337
S 22,305577
S 42,306473
S 22,309878
S 42,311441
S 22,314179
S 42,315030
S 22,318480
S 42,319193
S 22,322781
S 42,323751
S 22,327082
S 42,328442
S 22,331383
S 42,332466
S 22,335684
S 42,336860
S 22,339985
S 42,340893
S 22,344286
S 42,345544
S 22,348587
S 42,349503
S 22,352888
S 42,353947
S 22,357189
S 42,358051
S 22,361490
S 42,362394
S 22,365791
S 42,366864
S 22,370092
S 42,371124
S 22,374393
S 42,375488
S 22,378694
S 42,379721
S 22,382995
S 42,384221
S 22,387296
S 42,388346
S 22,391597
S 42,392491
