Type,Latency
S 21,206
S 41,776
S  1,3805
S 21,4507
S  1,8107
S 21,8808
S 41,9578
S  1,12404
S 21,13109
S 41,13908
S  1,16710
S 21,17410
S 41,18319
S  1,21011
S 21,21711
S 41,22466
S  1,25312
S 21,26012
S 41,26977
S  1,29613
S 21,30313
S 41,31339
S  1,33927
S 21,34614
S 41,35280
S  1,38215
S 21,38915
S 41,39532
S  1,42516
S 21,43216
S 41,44103
S  1,46818
S 21,47517
S 41,48267
S  1,51118
S 21,51818
S 41,52624
S  1,55419
S 21,56119
S 41,56831
S  1,59725
S 21,60420
S 41,61202
S  1,64021
S 21,64721
S  1,68339
S 21,69022
S 41,69685
S  1,72624
S 21,73323
S 41,74025
S  1,76925
S 21,77624
S 41,78461
S  1,81225
S 21,81925
S 41,82693
S  1,85526
S 21,86226
S 41,87232
S  1,89827
S 21,90527
S 41,91161
S  1,94128
S 21,94828
S 41,95511
S  1,98429
S 21,99129
S 41,99939
S  1,102731
S 21,103430
S 41,104419
S  1,107031
S 21,107731
S 41,108413
S  1,111344
S 21,112032
S 41,112932
S  1,115650
S 21,116333
S 41,117085
S  1,119934
S 21,120634
S 41,121427
S  1,124243
S 21,124935
S 41,125649
S  1,128536
S 21,129236
S 41,129718
S  1,132852
S 21,133537
S 41,134339
S  1,137153
S 21,137838
S 41,138629
S  1,141442
S 21,142139
S 41,142899
S  1,145740
S 21,146440
S 41,147213
S  1,150058
S 21,150741
S 41,151483
S  1,154347
S 21,155042
S 41,155646
S  1,158643
S 21,159343
S 41,160093
S  1,162944
S 21,163644
S 41,164381
S  1,167245
S 21,167945
S 41,169485
S  1,171546
S 21,172246
S 41,173029
S  1,175847
S 21,176547
S 41,177461
S  1,180165
S 21,180848
S 41,181664
S  1,184449
S 21,185149
S 41,185911
S  1,188751
S 21,189450
S 41,190203
S  1,193051
S 21,193751
S 41,194474
S  1,197368
S 21,198052
S 41,198752
S  1,201651
S 21,202353
S 41,203176
S  1,205966
S 21,206654
S 41,208130
S  1,210255
S 21,210955
S 41,212041
S  1,214551
S 21,215256
S 41,216102
S  1,218857
S 21,219557
S 41,220597
S  1,223158
S 21,223858
S 41,224520
S  1,227466
S 21,228159
S 41,228921
S  1,231763
S 21,232460
S 41,233288
S  1,236060
S 21,236761
S 41,237720
S  1,240362
S 21,241062
S 41,241915
S  1,244662
S 21,245363
S 41,246710
S  1,248960
S 21,249664
S 41,250617
S  1,253266
S 21,253965
S 41,254798
S  1,257583
S 21,258266
S 41,259197
S  1,261867
S 21,262567
S 41,263216
S  1,266168
