Type,Latency
S 22,206
S 42,1007
S 22,4507
S 42,5396
S 22,8808
S 42,9574
S 22,13109
S 42,13682
S 22,17410
S 42,18049
S 22,21711
S 42,22465
S 22,26012
S 42,26739
S 22,30313
S 42,31107
S 22,34614
S 42,35362
S 22,38915
S 42,39737
S 22,43216
S 42,43910
S 22,47517
S 42,48228
S 22,51818
S 42,52494
S 22,56119
S 42,56900
S 22,60420
S 42,61280
S 22,64721
S 42,65588
S 22,69022
S 42,69939
S 22,73323
S 42,74012
S 22,77624
S 42,78337
S 22,81925
S 42,82504
S 22,86226
S 42,87039
S 22,90527
S 42,91348
S 22,94828
S 42,95688
S 22,99129
S 42,99956
S 22,103430
S 42,104430
S 22,107731
S 22,112032
S 42,112780
S 22,116333
S 42,117369
S 22,120634
S 42,121362
S 22,124935
S 42,125550
S 22,129236
S 22,133537
S 42,134609
S 22,137838
S 22,142139
S 42,142872
S 22,146440
S 22,150741
S 42,151577
S 22,155042
S 22,159343
S 42,160262
S 22,163644
S 42,164331
S 22,167945
S 42,168625
S 22,172246
S 42,173201
S 22,176547
S 42,177349
S 22,180848
S 42,181536
S 22,185149
S 42,186017
S 22,189450
S 42,190125
S 22,193751
S 42,194471
S 22,198052
S 42,198925
S 22,202353
S 42,203214
S 22,206654
S 42,207735
S 22,210955
S 42,211947
S 22,215256
S 42,215944
S 22,219557
S 42,220319
S 22,223858
S 42,224866
S 22,228159
S 42,229034
S 22,232460
S 42,233240
S 22,236761
S 42,237259
S 22,241062
S 42,241710
S 22,245363
S 42,246308
S 22,249664
S 42,250731
S 22,253965
S 42,254819
S 22,258266
S 42,259833
S 22,262567
S 42,263407
S 22,266868
S 42,267575
S 22,271169
S 42,271894
S 22,275470
S 42,276079
S 22,279771
S 42,280211
S 22,284072
S 42,284861
S 22,288373
S 42,290255
S 22,292674
S 42,293431
S 22,296975
S 42,297791
S 22,301276
S 42,302190
S 22,305577
S 42,306271
S 22,309878
S 42,310515
S 22,314179
S 42,314747
S 22,318480
S 42,319346
S 22,322781
S 42,323439
S 22,327082
S 42,327688
S 22,331383
S 42,332492
S 22,335684
S 42,336677
S 22,339985
S 42,341006
S 22,344286
S 42,345025
S 22,348587
S 42,348771
S 22,352888
S 42,353550
S 22,357189
S 42,357701
