Type,Latency
S 11,206
S 31,1097
S  1,3807
S 11,4507
S 31,6258
S  1,8108
S 11,8808
S 31,9661
S  1,12410
S 11,13109
S 31,14174
S  1,16710
S 11,17410
S 31,18182
S  1,21011
S 11,21711
S 31,22764
S  1,25313
S 11,26012
S 31,26841
S  1,29613
S 11,30313
S 31,31015
S  1,33914
S 11,34614
S 31,35243
S  1,38215
S 11,38915
S 31,39639
S  1,42517
S 11,43216
S 31,43980
S  1,46817
S 11,47517
S 31,48253
S  1,51118
S 11,51818
S 31,52677
S  1,55419
S 11,56119
S 31,57681
S  1,59720
S 11,60420
S 31,61169
S  1,64021
S 11,64721
S 31,65531
S  1,68322
S 11,69022
S 31,69695
S  1,72623
S 11,73323
S 31,74088
S  1,76925
S 11,77624
S 31,78303
S  1,81226
S 11,81925
S 31,82971
S  1,85543
S 11,86226
S 31,87115
S  1,89827
S 11,90527
S 31,91224
S  1,94128
S 11,94828
S 31,95634
S  1,98429
S 11,99129
S 31,99807
S  1,102730
S 11,103430
S 31,104712
S  1,107031
S 11,107731
S 31,108326
S  1,111332
S 11,112032
S 31,112751
S  1,115634
S 11,116333
S 31,117951
S  1,119934
S 11,120634
S 31,121453
S  1,124235
S 11,124935
S 31,125886
S  1,128536
S 11,129236
S 31,130960
S  1,132837
S 11,133537
S 31,134180
S  1,137138
S 11,137838
S 31,138476
S  1,141439
S 11,142139
S 31,143034
S  1,145740
S 11,146440
S 31,147177
S  1,150042
S 11,150741
S 31,151393
S  1,154343
S 11,155042
S 31,155863
S  1,158643
S 11,159343
S 31,161291
S  1,162944
S 11,163644
S 31,164239
S  1,167245
S 11,167945
S 31,168724
S  1,171546
S 11,172246
S  1,175847
S 11,176547
S 31,177219
S  1,180148
S 11,180848
S 31,181695
S  1,184448
S 11,185149
S 31,186080
S  1,188750
S 11,189450
S 31,191005
S  1,193051
S 11,193751
S 31,194561
S  1,197352
S 11,198052
S 31,198760
S  1,201654
S 11,202353
S 31,203158
S  1,205970
S 11,206654
S 31,207292
S  1,210255
S 11,210955
S 31,211638
S  1,214557
S 11,215256
S 31,215840
S  1,218857
S 11,219557
S 31,220204
S  1,223158
S 11,223858
S 31,225003
S  1,227459
S 11,228159
S 31,229289
S  1,231777
S 11,232460
S 31,233427
S  1,236061
S 11,236761
S 31,237465
S  1,240361
S 11,241062
S 31,241830
S  1,244663
S 11,245363
S 31,246446
S  1,248964
S 11,249664
S 31,250673
S  1,253266
S 11,253965
S 31,254705
S  1,257566
S 11,258266
S 31,258903
S  1,261866
S 11,262567
S 31,263259
S  1,266168
S 11,266868
S 31,267545
S  1,270486
S 11,271169
S 31,272647
S  1,274770
S 11,275470
S 31,276237
S  1,279070
S 11,279771
S 31,280512
S  1,283373
S 11,284072
S 31,284811
S  1,287673
S 11,288373
S 31,289080
S  1,291974
S 11,292674
S 31,293332
S  1,296293
S 11,296975
S 31,297837
S  1,300576
S 11,301276
S 31,302013
S  1,304877
S 11,305577
S 31,306701
S  1,309178
S 11,309878
S 31,310919
S  1,313479
S 11,314179
S 31,314874
S  1,317780
S 11,318480
S 31,319325
S  1,322098
S 11,322781
S 31,323717
S  1,326382
S 11,327082
S 31,327727
S  1,330683
S 11,331383
S 31,332064
S  1,334984
S 11,335684
S 31,336593
S  1,339285
S 11,339985
S 31,340667
S  1,343604
S 11,344286
S 31,345024
S  1,347888
S 11,348587
S 31,349355
S  1,352189
S 11,352888
S 31,353764
S  1,356489
S 11,357189
S 31,357908
S  1,360790
S 11,361490
S 31,362306
S  1,365091
S 11,365791
S 31,366458
S  1,369392
S 11,370092
S 31,370757
S  1,373693
S 11,374393
S 31,375134
S  1,377994
S 11,378694
S 31,379527
S  1,382295
S 11,382995
S 31,383850
S  1,386596
S 11,387296
S 31,388473
S  1,390898
S 11,391597
S 31,392425
S  1,395198
S 11,395898
S 31,396762
S  1,399499
S 11,400199
S 31,400892
S  1,403800
S 11,404500
S 31,405176
S  1,408101
S 11,408801
S 31,409491
S  1,412401
S 11,413102
S 31,413756
S  1,416703
S 11,417403
S 31,418281
S  1,421005
