Type,Latency
S 21,206
S 41,1997
S 21,4507
S 41,5567
S 21,8808
S 41,9703
S 21,13109
S 41,14109
S 21,17410
S 41,18206
S 21,21711
S 41,22423
S 21,26012
S 41,26679
S 21,30313
S 41,30998
S 21,34614
S 41,35790
S 21,38915
S 41,40524
S 21,43216
S 41,44113
S 21,47517
S 41,48461
S 21,51818
S 41,52635
S 21,56119
S 41,57190
S 21,60420
S 41,61326
S 21,64721
S 41,65744
S 21,69022
S 41,69939
S 21,73323
S 41,74123
S 21,77624
S 41,78410
S 21,81925
S 41,83410
S 21,86226
S 41,87221
S 21,90527
S 41,91469
S 21,94828
S 41,95719
S 21,99129
S 41,100185
S 21,103430
S 41,104179
S 21,107731
S 41,108491
S 21,112032
S 41,113163
S 21,116333
S 41,117489
S 21,120634
S 41,121288
S 21,124935
S 41,125590
S 21,129236
S 41,130013
S 21,133537
S 41,134539
S 21,137838
S 41,138627
S 21,142139
S 41,142851
S 21,146440
S 41,147240
S 21,150741
S 41,151524
S 21,155042
S 41,155859
S 21,159343
S 41,160287
S 21,163644
S 41,164692
S 21,167945
S 41,168870
S 21,172246
S 41,172926
S 21,176547
S 41,177356
S 21,180848
S 41,181747
S 21,185149
S 41,185890
S 21,189450
S 41,190487
S 21,193751
S 41,194665
S 21,198052
S 41,199177
S 21,202353
S 41,203710
S 21,206654
S 41,207415
S 21,210955
S 41,211800
S 21,215256
S 41,216030
S 21,219557
S 41,220269
S 21,223858
S 41,224560
S 21,228159
S 41,228964
S 21,232460
S 41,233372
S 21,236761
S 41,237407
S 21,241062
S 41,242094
S 21,245363
S 41,246034
S 21,249664
S 41,250936
S 21,253965
S 41,254659
S 21,258266
S 41,260013
S 21,262567
S 41,263358
S 21,266868
S 41,267752
S 21,271169
S 41,271863
S 21,275470
S 41,276553
S 21,279771
S 41,280730
S 21,284072
S 41,284700
S 21,288373
S 41,289285
S 21,292674
S 41,293367
S 21,296975
S 41,297689
S 21,301276
S 41,302044
S 21,305577
S 41,306282
S 21,309878
S 41,310800
S 21,314179
S 41,315045
S 21,318480
S 41,319206
S 21,322781
S 41,323771
S 21,327082
S 41,328128
S 21,331383
S 41,332349
S 21,335684
S 41,336414
S 21,339985
S 41,340785
S 21,344286
S 41,345007
S 21,348587
S 41,349348
S 21,352888
S 41,353565
S 21,357189
S 41,357945
S 21,361490
S 41,362483
S 21,365791
S 41,366637
S 21,370092
S 41,370851
S 21,374393
S 41,376776
S 21,378694
S 41,379690
