Type,Latency
S 22,206
S 42,772
S 22,4507
S 42,4804
S 22,8808
S 22,13109
S 42,13620
S 22,17410
S 42,17443
S 22,21711
S 42,23107
S 22,26012
S 42,26639
S 22,30313
S 42,30870
S 22,34614
S 42,35730
S 22,38915
S 42,39567
S 22,43216
S 22,47517
S 42,48206
S 22,51818
S 42,52204
S 22,56119
S 42,56989
S 22,60420
S 42,60782
S 22,64721
S 42,65476
S 22,69022
S 22,73323
S 22,77624
S 42,78511
S 22,81925
S 42,82642
S 22,86226
S 22,90527
S 42,91260
S 22,94828
S 42,95900
S 22,99129
S 42,99901
S 22,103430
S 42,103831
S 22,107731
S 22,112032
S 42,112855
S 22,116333
S 42,117196
S 22,120634
S 22,124935
S 22,129236
S 42,129865
S 22,133537
S 42,134242
S 22,137838
S 42,138868
S 22,142139
S 42,142732
S 22,146440
S 42,147181
S 22,150741
S 42,151102
S 22,155042
S 42,156015
S 22,159343
S 42,159741
S 22,163644
S 42,164490
S 22,167945
S 42,168287
S 22,172246
S 42,173093
S 22,176547
S 42,177416
S 22,180848
S 42,181305
S 22,185149
S 42,185604
S 22,189450
S 42,190137
S 22,193751
S 42,194391
S 22,198052
S 42,198895
S 22,202353
S 42,203080
S 22,206654
S 42,207532
S 22,210955
S 42,211321
S 22,215256
S 42,215755
S 22,219557
S 42,220216
S 22,223858
S 42,223975
S 22,228159
S 42,228973
S 22,232460
S 42,233007
S 22,236761
S 42,237208
S 22,241062
S 42,242061
S 22,245363
S 42,245901
S 22,249664
S 22,253965
S 42,254582
S 22,258266
S 42,259177
S 22,262567
S 42,263137
S 42,266776
S 22,266868
S 22,271169
S 42,271807
S 22,275470
S 42,276019
S 22,279771
S 42,280454
S 22,284072
S 42,284688
S 22,288373
S 22,292674
S 42,293298
S 22,296975
S 42,297392
S 22,301276
S 42,302004
S 22,305577
S 42,306245
S 22,309878
S 42,310441
S 22,314179
S 42,314876
S 22,318480
S 42,319025
S 22,322781
S 42,323290
S 22,327082
S 42,328016
S 22,331383
S 42,332046
S 22,335684
S 22,339985
S 42,340669
