Type,Latency
S 22,206
S 42,758
S 22,4507
S 42,5227
S 22,8808
S 42,9437
S 22,13109
S 42,13837
S 22,17410
S 42,17950
S 22,21711
S 42,22153
S 22,26012
S 42,26805
S 22,30313
S 42,30897
S 22,34614
S 42,35815
S 22,38915
S 42,39454
S 22,43216
S 42,43766
S 22,47517
S 42,48366
S 22,51818
S 42,52185
S 22,56119
S 42,56768
S 22,60420
S 42,61048
S 22,64721
S 42,65804
S 22,69022
S 42,69800
S 22,73323
S 42,74090
S 22,77624
S 22,81925
S 22,86226
S 42,86708
S 22,90527
S 22,94828
S 42,95494
S 22,99129
S 42,99776
S 22,103430
S 42,104344
S 22,107731
S 42,108577
S 22,112032
S 42,112890
S 22,116333
S 22,120634
S 42,121743
S 22,124935
S 42,125693
S 22,129236
S 42,130018
S 22,133537
S 42,134160
S 22,137838
S 42,138511
S 22,142139
S 22,146440
S 42,146972
S 22,150741
S 22,155042
S 22,159343
S 42,160211
S 22,163644
S 42,164326
S 22,167945
S 42,168427
S 22,172246
S 42,172810
S 22,176547
S 42,177232
S 22,180848
S 42,181629
S 22,185149
S 42,185613
S 22,189450
S 22,193751
S 42,194582
S 22,198052
S 42,198620
S 22,202353
S 42,203611
S 22,206654
S 42,207487
S 22,210955
S 42,211879
S 22,215256
S 42,215996
S 22,219557
S 42,220178
S 22,223858
S 42,224538
S 22,228159
S 42,228704
S 22,232460
S 42,232610
S 22,236761
S 42,237970
S 22,241062
S 42,241636
S 22,245363
S 42,246023
S 22,249664
S 42,250825
S 22,253965
S 42,254892
S 22,258266
S 42,258967
S 22,262567
S 42,263730
S 22,266868
S 42,268130
S 22,271169
S 42,272448
S 22,275470
S 42,276237
S 22,279771
S 42,280767
S 22,284072
S 22,288373
S 22,292674
S 42,293465
S 22,296975
S 42,297627
S 22,301276
S 42,301907
S 22,305577
S 42,306176
S 22,309878
S 42,310768
S 22,314179
S 42,314953
S 22,318480
S 42,319208
S 22,322781
S 42,323667
S 22,327082
S 42,328008
S 22,331383
S 42,332127
S 22,335684
S 42,336956
S 22,339985
S 42,340742
S 22,344286
S 42,345037
S 22,348587
S 22,352888
S 42,353565
S 22,357189
S 42,357999
S 22,361490
S 42,362441
