Type,Latency
S 11,206
S 31,888
S 11,4507
S 31,5237
S 11,8808
S 31,9474
S 11,13109
S 31,13686
S 11,17410
S 31,17943
S 11,21711
S 31,22544
S 11,26012
S 31,26810
S 11,30313
S 31,30878
S 11,34614
S 31,35302
S 11,38915
S 31,39484
S 11,43216
S 31,43865
S 11,47517
S 31,48089
S 11,51818
S 31,52552
S 11,56119
S 31,58273
S 11,60420
S 31,61176
S 11,64721
S 31,65422
S 11,69022
S 31,69799
S 11,73323
S 31,74085
S 11,77624
S 31,78418
S 11,81925
S 31,82611
S 11,86226
S 31,87007
S 11,90527
S 31,91248
S 11,94828
S 31,95443
S 11,99129
S 11,103430
S 31,104210
S 11,107731
S 31,108383
S 11,112032
S 31,112683
S 11,116333
S 31,116858
S 11,120634
S 31,121216
S 11,124935
S 31,125556
S 11,129236
S 31,129768
S 11,133537
S 31,134024
S 11,137838
S 31,138404
S 11,142139
S 31,142947
S 11,146440
S 11,150741
S 31,151298
S 11,155042
S 31,155757
S 11,159343
S 31,160035
S 11,163644
S 31,164507
S 11,167945
S 31,168688
S 11,172246
S 31,173181
S 11,176547
S 31,177370
S 41,180240
S 11,180848
S 31,181741
S 11,185149
S 31,185801
S 11,189450
S 31,190327
S 11,193751
S 11,198052
S 31,198786
S 11,202353
S 31,203005
S 11,206654
S 31,207276
S 11,210955
S 11,215256
S 31,215830
S 11,219557
S 31,220074
S 11,223858
S 31,224709
S 11,228159
S 31,228777
S 11,232460
S 11,236761
S 31,237294
S 11,241062
S 31,241576
S 11,245363
S 31,245832
S 11,249664
S 31,250189
S 11,253965
S 31,254717
S 11,258266
S 31,259021
S 11,262567
S 31,263148
S 11,266868
S 31,268394
S 11,271169
S 31,271778
S 11,275470
S 31,276067
S 11,279771
S 31,280339
S 11,284072
S 31,284935
S 11,288373
S 31,288958
S 11,292674
S 31,293235
S 11,296975
S 31,297549
S 11,301276
S 31,301883
S 11,305577
S 31,306123
S 11,309878
S 31,310339
S 11,314179
S 31,314743
S 11,318480
S 31,319078
S 11,322781
S 31,323415
S 11,327082
S 31,327683
S 11,331383
S 31,331918
S 11,335684
S 31,336403
S 11,339985
S 31,340639
S 11,344286
S 31,345045
S 11,348587
S 31,349097
S 11,352888
S 31,353516
S 11,357189
S 31,358010
S 11,361490
S 31,362303
S 11,365791
S 31,366355
S 11,370092
S 31,370757
S 11,374393
S 31,375281
S 11,378694
S 31,379350
