Type,Latency
S 11,206
S 31,718
S  1,3804
S 11,4507
S 31,4963
S  1,8108
S 11,8808
S 31,9263
S  1,12409
S 11,13109
S 31,13646
S  1,16710
S 11,17410
S 31,17863
S  1,21011
S 11,21711
S 31,22112
S  1,25312
S 11,26012
S 31,26379
S  1,29610
S 11,30313
S 31,30669
S  1,33915
S 11,34614
S 31,34705
S  1,38231
S 11,38915
S 31,39339
S  1,42516
S 11,43216
S 31,43618
S  1,46817
S 11,47517
S 31,47947
S  1,51119
S 11,51818
S 31,52444
S  1,55419
S 11,56119
S 31,56763
S  1,59720
S 11,60420
S 31,61037
S  1,64013
S 11,64721
S 31,65327
S  1,68339
S 11,69022
S 31,69416
S  1,72620
S 11,73323
S 31,74121
S  1,76924
S 11,77624
S 31,78075
S  1,81225
S 11,81925
S 31,82609
S  1,85519
S 11,86226
S 31,86780
S  1,89827
S 11,90527
S 31,90962
S  1,94128
S 11,94828
S 31,95706
S  1,98430
S 11,99129
S 31,99876
S  1,102730
S 11,103430
S 31,103782
S  1,107031
S 11,107731
S 31,108357
S  1,111332
S 11,112032
S 31,112680
S  1,115633
S 11,116333
S 31,116966
S  1,119934
S 11,120634
S 31,121244
S  1,124235
S 11,124935
S 31,125793
S  1,128531
S 11,129236
S 31,130297
S  1,132837
S 11,133537
S 31,134264
S  1,137138
S 11,137838
S 31,138880
S  1,141457
S 11,142139
S 31,142881
S  1,145743
S 11,146440
S 31,147097
S  1,150041
S 11,150741
S 31,151400
S  1,154342
S 11,155042
S 31,155737
S  1,158643
S 11,159343
S 31,160137
S  1,162944
S 11,163644
S 31,164496
S  1,167235
S 11,167945
S 31,168631
S  1,171545
S 11,172246
S 31,172918
S  1,175847
S 11,176547
S 31,177203
S  1,180148
S 11,180848
S 31,181862
S  1,184449
S 11,185149
S 31,185922
S  1,188750
S 11,189450
S 31,190382
S  1,193051
S 11,193751
S 31,194493
S  1,197352
S 11,198052
S 31,198775
S  1,201653
S 11,202353
S 31,203104
S  1,205954
S 11,206654
S 31,207418
S  1,210256
S 11,210955
S 31,211659
S  1,214556
S 11,215256
S 31,216013
S  1,218874
S 11,219557
S 31,220256
S  1,223159
S 11,223858
S 31,224252
S  1,227452
S 11,228159
S 31,229010
S  1,231759
S 11,232460
S 31,233824
S  1,236053
S 11,236761
S 31,237414
S  1,240379
S 11,241062
S 31,241883
S  1,244680
S 11,245363
S 31,246095
S  1,248964
S 11,249664
S 31,250243
S  1,253284
S 11,253965
S 31,254771
S  1,257566
S 11,258266
S 31,258880
S  1,261867
S 11,262567
S 31,263237
S  1,266169
S 11,266868
S 31,267386
S  1,270469
S 11,271169
S 31,271864
S  1,274770
S 11,275470
S 31,276405
S  1,279088
S 11,279771
S 31,280425
S  1,283372
S 11,284072
S 31,284647
S  1,287674
S 11,288373
S 31,288794
S  1,291974
S 11,292674
S 31,293427
S  1,296272
S 11,296975
S 31,297625
S  1,300576
S 11,301276
S 31,301935
S  1,304878
S 11,305577
S 31,306310
S  1,309192
S 11,309878
S 31,310656
S  1,313509
S 11,314179
S 31,314868
S  1,317797
S 11,318480
S 31,319148
S  1,322082
S 11,322781
S 31,323217
S  1,326382
S 11,327082
S 31,327860
S  1,330683
S 11,331383
S 31,332583
S  1,334984
S 11,335684
S 31,336579
S  1,339286
S 11,339985
S 31,340634
S  1,343586
S 11,344286
S 31,344933
S  1,347887
S 11,348587
S 31,349320
S  1,352188
S 11,352888
S 31,353589
S  1,356489
S 11,357189
S 31,357852
S  1,360807
S 11,361490
S 31,362094
S  1,365092
S 11,365791
S 31,366563
S  1,369392
S 11,370092
S 31,370779
S  1,373710
S 11,374393
S 31,375074
S  1,377995
S 11,378694
S 31,379312
S  1,382313
S 11,382995
S 31,383732
S  1,386596
S 11,387296
S 31,387977
S  1,390900
S 11,391597
S 31,392832
S  1,395198
