Type,Latency
S 23,206
S 43,1217
S  1,3807
S 23,4507
S 43,5281
S  1,8125
S 23,8808
S 43,9684
S  1,12409
S 23,13109
S 43,13759
S  1,16727
S 23,17410
S 43,18004
S  1,21011
S 23,21711
S 43,22218
S  1,25312
S 23,26012
S 43,26386
S  1,29630
S 23,30313
S 43,31178
S  1,33915
S 23,34614
S 43,35333
S  1,38232
S 23,38915
S 43,39467
S  1,42516
S 23,43216
S 43,43670
S  1,46817
S 23,47517
S 43,47987
S  1,51117
S 23,51818
S 43,52269
S  1,55418
S 23,56119
S 43,56840
S  1,59721
S 23,60420
S 43,60979
S  1,64021
S 23,64721
S 43,65166
S  1,68322
S 23,69022
S 43,69401
S  1,72622
S 23,73323
S 43,73712
S  1,76924
S 23,77624
S  1,78424
S 23,81925
S 43,83513
S  1,85518
S 23,86226
S 43,86973
S  1,89827
S 23,90527
S 43,91463
S  1,94128
S 23,94828
S 43,95710
S  1,98429
S 23,99129
S 43,99904
S  1,102729
S 23,103430
S 43,104195
S  1,107031
S 23,107731
S 43,108217
S  1,111333
S 23,112032
S  1,112888
S 23,116333
S 43,117243
S  1,119934
S 23,120634
S  1,121608
S 23,124935
S 43,125479
S  1,128537
S 23,129236
S 43,130135
S  1,132861
S 23,133537
S  1,134218
S 23,137838
S 43,138604
S  1,141439
S 23,142139
S 43,143059
S  1,145757
S 23,146440
S 43,147188
S  1,150041
S 23,150741
S 43,151545
S  1,154345
S 23,155042
S 43,155929
S  1,158643
S 23,159343
S 43,160382
S  1,162962
S 23,163644
S 43,164687
S  1,167262
S 23,167945
S 43,168806
S  1,171548
S 23,172246
S 43,172945
S  1,175847
S 23,176547
S 43,177792
S  1,180166
S 23,180848
S 43,181626
S  1,184449
S 23,185149
S 43,186133
S  1,188750
S 23,189450
S 43,190206
S  1,193045
S 23,193751
S 43,194580
S  1,197352
S 23,198052
S 43,198980
S  1,201652
S 23,202353
S 43,204055
S  1,205955
S 23,206654
S 43,207403
S  1,210256
S 23,210955
S 43,211891
S  1,214556
S 23,215256
S 43,216047
S  1,218851
S 23,219557
S 43,220399
S  1,223158
S 23,223858
S 43,224673
S  1,227479
S 23,228159
S 43,229395
S  1,231760
S 23,232460
S 43,233509
S  1,236062
S 23,236761
S 43,238322
S  1,240362
S 23,241062
S 43,241921
S  1,244663
S 23,245363
S 43,246381
S  1,248964
S 23,249664
S 43,250417
S  1,253265
S 23,253965
S 43,255074
S  1,257565
S 23,258266
S 43,259092
S  1,261867
S 23,262567
S 43,263485
S  1,266168
S 23,266868
S 43,267715
S  1,270469
S 23,271169
S 43,271910
S  1,274770
S 23,275470
S 43,276867
S  1,279075
S 23,279771
S 43,280660
S  1,283389
S 23,284072
S 43,285124
S  1,287673
S 23,288373
S 43,289245
S  1,291975
S 23,292674
S 43,293612
S  1,296275
S 23,296975
S 43,297764
S  1,300576
S 23,301276
S 43,302088
S  1,304877
S 23,305577
S 43,306683
S  1,309174
S 23,309878
S 43,310690
S  1,313496
S 23,314179
S 43,316020
S  1,317780
S 23,318480
S 43,319265
S  1,322078
S 23,322781
S 43,323639
S  1,326382
S 23,327082
S 43,327908
S  1,330683
S 23,331383
S 43,332151
S  1,334984
S 23,335684
S 43,336428
S  1,339286
S 23,339985
S 43,340682
S  1,343586
S 23,344286
S 43,345029
S  1,347888
S 23,348587
S 43,349345
S  1,352188
S 23,352888
S 43,353668
S  1,356489
S 23,357189
S 43,357930
S  1,360802
